playerid,Player_Name,week_start,week_end,HR,week_number
608369,Corey Seager,2023-07-27,2023-08-02,1,18
621020,Dansby Swanson,2023-07-27,2023-08-02,4,18
553993,Eugenio Suarez,2023-07-27,2023-08-02,1,18
596019,Francisco Lindor,2023-07-27,2023-08-02,2,18
683002,Gunnar Henderson,2023-07-27,2023-08-02,2,18
673490,Ha-seong Kim,2023-07-27,2023-08-02,1,18
670623,Isaac Paredes,2023-07-27,2023-08-02,3,18
608070,Jose Ramirez,2023-07-27,2023-08-02,2,18
665742,Juan Soto,2023-07-27,2023-08-02,3,18
606466,Ketel Marte,2023-07-27,2023-08-02,1,18
543760,Marcus Semien,2023-07-27,2023-08-02,1,18
621566,Matt Olson,2023-07-27,2023-08-02,5,18
605141,Mookie Betts,2023-07-27,2023-08-02,2,18
663538,Nico Hoerner,2023-07-27,2023-08-02,1,18
660271,Shohei Ohtani,2023-07-27,2023-08-02,3,18
670770,TJ Friedl,2023-07-27,2023-08-02,1,18
661388,William Contreras,2023-07-27,2023-08-02,1,18
650490,Yandy Diaz,2023-07-27,2023-08-02,1,18
592450,Aaron Judge,2023-08-03,2023-08-09,1,19
668939,Adley Rutschman,2023-08-03,2023-08-09,1,19
666969,Adolis Garcia,2023-08-03,2023-08-09,3,19
665926,Andres Gimenez,2023-08-03,2023-08-09,1,19
663586,Austin Riley,2023-08-03,2023-08-09,1,19
547180,Bryce Harper,2023-08-03,2023-08-09,2,19
681082,Bryson Stott,2023-08-03,2023-08-09,1,19
663728,Cal Raleigh,2023-08-03,2023-08-09,2,19
572233,Christian Walker,2023-08-03,2023-08-09,1,19
641355,Cody Bellinger,2023-08-03,2023-08-09,1,19
608369,Corey Seager,2023-08-03,2023-08-09,3,19
621020,Dansby Swanson,2023-08-03,2023-08-09,1,19
553993,Eugenio Suarez,2023-08-03,2023-08-09,1,19
596019,Francisco Lindor,2023-08-03,2023-08-09,1,19
518692,Freddie Freeman,2023-08-03,2023-08-09,2,19
650402,Gleyber Torres,2023-08-03,2023-08-09,2,19
683002,Gunnar Henderson,2023-08-03,2023-08-09,1,19
670623,Isaac Paredes,2023-08-03,2023-08-09,1,19
681546,James Outman,2023-08-03,2023-08-09,1,19
665742,Juan Soto,2023-08-03,2023-08-09,1,19
677594,Julio Rodriguez,2023-08-03,2023-08-09,1,19
663656,Kyle Tucker,2023-08-03,2023-08-09,3,19
543760,Marcus Semien,2023-08-03,2023-08-09,2,19
621566,Matt Olson,2023-08-03,2023-08-09,2,19
605141,Mookie Betts,2023-08-03,2023-08-09,2,19
645277,Ozzie Albies,2023-08-03,2023-08-09,2,19
646240,Rafael Devers,2023-08-03,2023-08-09,1,19
660271,Shohei Ohtani,2023-08-03,2023-08-09,1,19
670770,TJ Friedl,2023-08-03,2023-08-09,2,19
607208,Trea Turner,2023-08-03,2023-08-09,1,19
669257,Will Smith,2023-08-03,2023-08-09,1,19
661388,William Contreras,2023-08-03,2023-08-09,1,19
650490,Yandy Diaz,2023-08-03,2023-08-09,1,19
592450,Aaron Judge,2023-08-10,2023-08-16,1,20
668939,Adley Rutschman,2023-08-10,2023-08-16,1,20
666969,Adolis Garcia,2023-08-10,2023-08-16,1,20
608324,Alex Bregman,2023-08-10,2023-08-16,1,20
665926,Andres Gimenez,2023-08-10,2023-08-16,1,20
663586,Austin Riley,2023-08-10,2023-08-16,3,20
607043,Brandon Nimmo,2023-08-10,2023-08-16,2,20
547180,Bryce Harper,2023-08-10,2023-08-16,2,20
681082,Bryson Stott,2023-08-10,2023-08-16,1,20
663728,Cal Raleigh,2023-08-10,2023-08-16,2,20
572233,Christian Walker,2023-08-10,2023-08-16,5,20
641355,Cody Bellinger,2023-08-10,2023-08-16,1,20
608369,Corey Seager,2023-08-10,2023-08-16,3,20
621020,Dansby Swanson,2023-08-10,2023-08-16,1,20
553993,Eugenio Suarez,2023-08-10,2023-08-16,1,20
670623,Isaac Paredes,2023-08-10,2023-08-16,1,20
681546,James Outman,2023-08-10,2023-08-16,1,20
677594,Julio Rodriguez,2023-08-10,2023-08-16,1,20
606466,Ketel Marte,2023-08-10,2023-08-16,1,20
663656,Kyle Tucker,2023-08-10,2023-08-16,3,20
650333,Luis Arraez,2023-08-10,2023-08-16,2,20
543760,Marcus Semien,2023-08-10,2023-08-16,1,20
621566,Matt Olson,2023-08-10,2023-08-16,4,20
663538,Nico Hoerner,2023-08-10,2023-08-16,1,20
645277,Ozzie Albies,2023-08-10,2023-08-16,2,20
660271,Shohei Ohtani,2023-08-10,2023-08-16,2,20
642731,Thairo Estrada,2023-08-10,2023-08-16,1,20
607208,Trea Turner,2023-08-10,2023-08-16,1,20
669257,Will Smith,2023-08-10,2023-08-16,1,20
593428,Xander Bogaerts,2023-08-10,2023-08-16,1,20
592450,Aaron Judge,2023-08-17,2023-08-23,5,21
666969,Adolis Garcia,2023-08-17,2023-08-23,1,21
608324,Alex Bregman,2023-08-17,2023-08-23,1,21
666182,Bo Bichette,2023-08-17,2023-08-23,1,21
607043,Brandon Nimmo,2023-08-17,2023-08-23,1,21
547180,Bryce Harper,2023-08-17,2023-08-23,3,21
681082,Bryson Stott,2023-08-17,2023-08-23,1,21
663728,Cal Raleigh,2023-08-17,2023-08-23,3,21
641355,Cody Bellinger,2023-08-17,2023-08-23,2,21
608369,Corey Seager,2023-08-17,2023-08-23,1,21
621020,Dansby Swanson,2023-08-17,2023-08-23,1,21
553993,Eugenio Suarez,2023-08-17,2023-08-23,1,21
596019,Francisco Lindor,2023-08-17,2023-08-23,1,21
650402,Gleyber Torres,2023-08-17,2023-08-23,1,21
683002,Gunnar Henderson,2023-08-17,2023-08-23,2,21
673490,Ha-seong Kim,2023-08-17,2023-08-23,2,21
670623,Isaac Paredes,2023-08-17,2023-08-23,2,21
681546,James Outman,2023-08-17,2023-08-23,1,21
608070,Jose Ramirez,2023-08-17,2023-08-23,1,21
677594,Julio Rodriguez,2023-08-17,2023-08-23,2,21
606466,Ketel Marte,2023-08-17,2023-08-23,1,21
663656,Kyle Tucker,2023-08-17,2023-08-23,1,21
605141,Mookie Betts,2023-08-17,2023-08-23,3,21
646240,Rafael Devers,2023-08-17,2023-08-23,3,21
660271,Shohei Ohtani,2023-08-17,2023-08-23,2,21
670770,TJ Friedl,2023-08-17,2023-08-23,1,21
607208,Trea Turner,2023-08-17,2023-08-23,3,21
669257,Will Smith,2023-08-17,2023-08-23,1,21
661388,William Contreras,2023-08-17,2023-08-23,1,21
593428,Xander Bogaerts,2023-08-17,2023-08-23,2,21
592450,Aaron Judge,2023-08-24,2023-08-30,2,22
666969,Adolis Garcia,2023-08-24,2023-08-30,1,22
608324,Alex Bregman,2023-08-24,2023-08-30,2,22
665926,Andres Gimenez,2023-08-24,2023-08-30,1,22
663586,Austin Riley,2023-08-24,2023-08-30,2,22
607043,Brandon Nimmo,2023-08-24,2023-08-30,1,22
547180,Bryce Harper,2023-08-24,2023-08-30,3,22
681082,Bryson Stott,2023-08-24,2023-08-30,2,22
663728,Cal Raleigh,2023-08-24,2023-08-30,1,22
592885,Christian Yelich,2023-08-24,2023-08-30,1,22
682998,Corbin Carroll,2023-08-24,2023-08-30,2,22
608369,Corey Seager,2023-08-24,2023-08-30,2,22
596019,Francisco Lindor,2023-08-24,2023-08-30,1,22
518692,Freddie Freeman,2023-08-24,2023-08-30,2,22
650402,Gleyber Torres,2023-08-24,2023-08-30,4,22
683002,Gunnar Henderson,2023-08-24,2023-08-30,1,22
670623,Isaac Paredes,2023-08-24,2023-08-30,2,22
681546,James Outman,2023-08-24,2023-08-30,2,22
608070,Jose Ramirez,2023-08-24,2023-08-30,2,22
665742,Juan Soto,2023-08-24,2023-08-30,1,22
677594,Julio Rodriguez,2023-08-24,2023-08-30,3,22
606466,Ketel Marte,2023-08-24,2023-08-30,1,22
663656,Kyle Tucker,2023-08-24,2023-08-30,1,22
543760,Marcus Semien,2023-08-24,2023-08-30,1,22
605141,Mookie Betts,2023-08-24,2023-08-30,2,22
607208,Trea Turner,2023-08-24,2023-08-30,4,22
669257,Will Smith,2023-08-24,2023-08-30,1,22
661388,William Contreras,2023-08-24,2023-08-30,1,22
593428,Xander Bogaerts,2023-08-24,2023-08-30,1,22
650490,Yandy Diaz,2023-08-24,2023-08-30,1,22
592450,Aaron Judge,2023-08-31,2023-09-06,2,23
668939,Adley Rutschman,2023-08-31,2023-09-06,1,23
666969,Adolis Garcia,2023-08-31,2023-09-06,2,23
663586,Austin Riley,2023-08-31,2023-09-06,3,23
607043,Brandon Nimmo,2023-08-31,2023-09-06,3,23
663728,Cal Raleigh,2023-08-31,2023-09-06,1,23
572233,Christian Walker,2023-08-31,2023-09-06,2,23
641355,Cody Bellinger,2023-08-31,2023-09-06,4,23
682998,Corbin Carroll,2023-08-31,2023-09-06,1,23
608369,Corey Seager,2023-08-31,2023-09-06,3,23
596019,Francisco Lindor,2023-08-31,2023-09-06,2,23
650402,Gleyber Torres,2023-08-31,2023-09-06,1,23
683002,Gunnar Henderson,2023-08-31,2023-09-06,1,23
670623,Isaac Paredes,2023-08-31,2023-09-06,1,23
681546,James Outman,2023-08-31,2023-09-06,1,23
665742,Juan Soto,2023-08-31,2023-09-06,3,23
677594,Julio Rodriguez,2023-08-31,2023-09-06,3,23
650333,Luis Arraez,2023-08-31,2023-09-06,1,23
543760,Marcus Semien,2023-08-31,2023-09-06,2,23
621566,Matt Olson,2023-08-31,2023-09-06,3,23
605141,Mookie Betts,2023-08-31,2023-09-06,2,23
645277,Ozzie Albies,2023-08-31,2023-09-06,1,23
670770,TJ Friedl,2023-08-31,2023-09-06,1,23
607208,Trea Turner,2023-08-31,2023-09-06,3,23
661388,William Contreras,2023-08-31,2023-09-06,1,23
593428,Xander Bogaerts,2023-08-31,2023-09-06,1,23
650490,Yandy Diaz,2023-08-31,2023-09-06,1,23
668939,Adley Rutschman,2023-09-07,2023-09-13,1,24
608324,Alex Bregman,2023-09-07,2023-09-13,1,24
663586,Austin Riley,2023-09-07,2023-09-13,1,24
607043,Brandon Nimmo,2023-09-07,2023-09-13,1,24
547180,Bryce Harper,2023-09-07,2023-09-13,2,24
681082,Bryson Stott,2023-09-07,2023-09-13,1,24
663728,Cal Raleigh,2023-09-07,2023-09-13,2,24
641355,Cody Bellinger,2023-09-07,2023-09-13,1,24
608369,Corey Seager,2023-09-07,2023-09-13,2,24
621020,Dansby Swanson,2023-09-07,2023-09-13,1,24
553993,Eugenio Suarez,2023-09-07,2023-09-13,2,24
518692,Freddie Freeman,2023-09-07,2023-09-13,1,24
650402,Gleyber Torres,2023-09-07,2023-09-13,1,24
683002,Gunnar Henderson,2023-09-07,2023-09-13,2,24
670623,Isaac Paredes,2023-09-07,2023-09-13,1,24
681546,James Outman,2023-09-07,2023-09-13,1,24
608070,Jose Ramirez,2023-09-07,2023-09-13,2,24
665742,Juan Soto,2023-09-07,2023-09-13,2,24
677594,Julio Rodriguez,2023-09-07,2023-09-13,3,24
606466,Ketel Marte,2023-09-07,2023-09-13,1,24
663656,Kyle Tucker,2023-09-07,2023-09-13,1,24
650333,Luis Arraez,2023-09-07,2023-09-13,1,24
543760,Marcus Semien,2023-09-07,2023-09-13,2,24
621566,Matt Olson,2023-09-07,2023-09-13,5,24
605141,Mookie Betts,2023-09-07,2023-09-13,1,24
646240,Rafael Devers,2023-09-07,2023-09-13,1,24
670770,TJ Friedl,2023-09-07,2023-09-13,1,24
642731,Thairo Estrada,2023-09-07,2023-09-13,2,24
607208,Trea Turner,2023-09-07,2023-09-13,4,24
669257,Will Smith,2023-09-07,2023-09-13,1,24
593428,Xander Bogaerts,2023-09-07,2023-09-13,2,24
650490,Yandy Diaz,2023-09-07,2023-09-13,2,24
592450,Aaron Judge,2023-09-14,2023-09-20,1,25
668939,Adley Rutschman,2023-09-14,2023-09-20,1,25
666969,Adolis Garcia,2023-09-14,2023-09-20,1,25
608324,Alex Bregman,2023-09-14,2023-09-20,1,25
665926,Andres Gimenez,2023-09-14,2023-09-20,1,25
663586,Austin Riley,2023-09-14,2023-09-20,1,25
666182,Bo Bichette,2023-09-14,2023-09-20,1,25
607043,Brandon Nimmo,2023-09-14,2023-09-20,1,25
547180,Bryce Harper,2023-09-14,2023-09-20,2,25
663728,Cal Raleigh,2023-09-14,2023-09-20,1,25
641355,Cody Bellinger,2023-09-14,2023-09-20,1,25
682998,Corbin Carroll,2023-09-14,2023-09-20,1,25
608369,Corey Seager,2023-09-14,2023-09-20,1,25
621020,Dansby Swanson,2023-09-14,2023-09-20,1,25
553993,Eugenio Suarez,2023-09-14,2023-09-20,1,25
683002,Gunnar Henderson,2023-09-14,2023-09-20,2,25
681546,James Outman,2023-09-14,2023-09-20,2,25
608070,Jose Ramirez,2023-09-14,2023-09-20,1,25
665742,Juan Soto,2023-09-14,2023-09-20,2,25
677594,Julio Rodriguez,2023-09-14,2023-09-20,1,25
606466,Ketel Marte,2023-09-14,2023-09-20,2,25
663656,Kyle Tucker,2023-09-14,2023-09-20,1,25
650333,Luis Arraez,2023-09-14,2023-09-20,3,25
543760,Marcus Semien,2023-09-14,2023-09-20,1,25
621566,Matt Olson,2023-09-14,2023-09-20,1,25
645277,Ozzie Albies,2023-09-14,2023-09-20,2,25
646240,Rafael Devers,2023-09-14,2023-09-20,3,25
670770,TJ Friedl,2023-09-14,2023-09-20,1,25
661388,William Contreras,2023-09-14,2023-09-20,2,25
593428,Xander Bogaerts,2023-09-14,2023-09-20,1,25
592450,Aaron Judge,2023-09-21,2023-09-27,5,26
668939,Adley Rutschman,2023-09-21,2023-09-27,1,26
666969,Adolis Garcia,2023-09-21,2023-09-27,3,26
665926,Andres Gimenez,2023-09-21,2023-09-27,2,26
663586,Austin Riley,2023-09-21,2023-09-27,1,26
666182,Bo Bichette,2023-09-21,2023-09-27,1,26
547180,Bryce Harper,2023-09-21,2023-09-27,2,26
663728,Cal Raleigh,2023-09-21,2023-09-27,1,26
572233,Christian Walker,2023-09-21,2023-09-27,3,26
592885,Christian Yelich,2023-09-21,2023-09-27,2,26
608369,Corey Seager,2023-09-21,2023-09-27,2,26
621020,Dansby Swanson,2023-09-21,2023-09-27,1,26
596019,Francisco Lindor,2023-09-21,2023-09-27,4,26
518692,Freddie Freeman,2023-09-21,2023-09-27,2,26
683002,Gunnar Henderson,2023-09-21,2023-09-27,1,26
670623,Isaac Paredes,2023-09-21,2023-09-27,2,26
681546,James Outman,2023-09-21,2023-09-27,2,26
665742,Juan Soto,2023-09-21,2023-09-27,3,26
606466,Ketel Marte,2023-09-21,2023-09-27,1,26
663656,Kyle Tucker,2023-09-21,2023-09-27,1,26
543760,Marcus Semien,2023-09-21,2023-09-27,4,26
621566,Matt Olson,2023-09-21,2023-09-27,1,26
645277,Ozzie Albies,2023-09-21,2023-09-27,2,26
670770,TJ Friedl,2023-09-21,2023-09-27,4,26
642731,Thairo Estrada,2023-09-21,2023-09-27,2,26
650490,Yandy Diaz,2023-09-21,2023-09-27,1,26
666969,Adolis Garcia,2023-09-28,2023-10-04,2,27
608324,Alex Bregman,2023-09-28,2023-10-04,1,27
681082,Bryson Stott,2023-09-28,2023-10-04,1,27
682998,Corbin Carroll,2023-09-28,2023-10-04,1,27
553993,Eugenio Suarez,2023-09-28,2023-10-04,1,27
596019,Francisco Lindor,2023-09-28,2023-10-04,1,27
518692,Freddie Freeman,2023-09-28,2023-10-04,1,27
677594,Julio Rodriguez,2023-09-28,2023-10-04,1,27
606466,Ketel Marte,2023-09-28,2023-10-04,1,27
621566,Matt Olson,2023-09-28,2023-10-04,1,27
669257,Will Smith,2023-09-28,2023-10-04,1,27
650490,Yandy Diaz,2023-09-28,2023-10-04,1,27
