playerid,Player_Name,week_start,week_end,HR,week_number
621566,Matt Olson,2023-04-06,2023-04-12,1,2
545361,Mike Trout,2023-04-06,2023-04-12,2,2
605141,Mookie Betts,2023-04-06,2023-04-12,1,2
645277,Ozzie Albies,2023-04-06,2023-04-12,1,2
646240,Rafael Devers,2023-04-06,2023-04-12,4,2
660271,Shohei Ohtani,2023-04-06,2023-04-12,1,2
642731,Thairo Estrada,2023-04-06,2023-04-12,1,2
593428,Xander Bogaerts,2023-04-06,2023-04-12,1,2
650490,Yandy Diaz,2023-04-06,2023-04-12,1,2
592450,Aaron Judge,2023-04-13,2023-04-19,2,3
668939,Adley Rutschman,2023-04-13,2023-04-19,1,3
666969,Adolis Garcia,2023-04-13,2023-04-19,2,3
663586,Austin Riley,2023-04-13,2023-04-19,2,3
607043,Brandon Nimmo,2023-04-13,2023-04-19,1,3
681082,Bryson Stott,2023-04-13,2023-04-19,1,3
663728,Cal Raleigh,2023-04-13,2023-04-19,1,3
592885,Christian Yelich,2023-04-13,2023-04-19,2,3
641355,Cody Bellinger,2023-04-13,2023-04-19,1,3
682998,Corbin Carroll,2023-04-13,2023-04-19,1,3
553993,Eugenio Suarez,2023-04-13,2023-04-19,1,3
596019,Francisco Lindor,2023-04-13,2023-04-19,2,3
518692,Freddie Freeman,2023-04-13,2023-04-19,2,3
608070,Jose Ramirez,2023-04-13,2023-04-19,2,3
665742,Juan Soto,2023-04-13,2023-04-19,1,3
677594,Julio Rodriguez,2023-04-13,2023-04-19,2,3
606466,Ketel Marte,2023-04-13,2023-04-19,1,3
543760,Marcus Semien,2023-04-13,2023-04-19,3,3
621566,Matt Olson,2023-04-13,2023-04-19,2,3
645277,Ozzie Albies,2023-04-13,2023-04-19,2,3
646240,Rafael Devers,2023-04-13,2023-04-19,2,3
660271,Shohei Ohtani,2023-04-13,2023-04-19,1,3
642731,Thairo Estrada,2023-04-13,2023-04-19,1,3
607208,Trea Turner,2023-04-13,2023-04-19,1,3
650490,Yandy Diaz,2023-04-13,2023-04-19,3,3
666969,Adolis Garcia,2023-04-20,2023-04-26,3,4
608324,Alex Bregman,2023-04-20,2023-04-26,1,4
663586,Austin Riley,2023-04-20,2023-04-26,1,4
666182,Bo Bichette,2023-04-20,2023-04-26,1,4
607043,Brandon Nimmo,2023-04-20,2023-04-26,1,4
681082,Bryson Stott,2023-04-20,2023-04-26,1,4
572233,Christian Walker,2023-04-20,2023-04-26,1,4
641355,Cody Bellinger,2023-04-20,2023-04-26,2,4
518692,Freddie Freeman,2023-04-20,2023-04-26,1,4
650402,Gleyber Torres,2023-04-20,2023-04-26,1,4
683002,Gunnar Henderson,2023-04-20,2023-04-26,1,4
681546,James Outman,2023-04-20,2023-04-26,4,4
608070,Jose Ramirez,2023-04-20,2023-04-26,1,4
677594,Julio Rodriguez,2023-04-20,2023-04-26,1,4
663656,Kyle Tucker,2023-04-20,2023-04-26,1,4
543760,Marcus Semien,2023-04-20,2023-04-26,1,4
621566,Matt Olson,2023-04-20,2023-04-26,1,4
545361,Mike Trout,2023-04-20,2023-04-26,2,4
605141,Mookie Betts,2023-04-20,2023-04-26,1,4
663538,Nico Hoerner,2023-04-20,2023-04-26,2,4
645277,Ozzie Albies,2023-04-20,2023-04-26,3,4
646240,Rafael Devers,2023-04-20,2023-04-26,2,4
660271,Shohei Ohtani,2023-04-20,2023-04-26,2,4
642731,Thairo Estrada,2023-04-20,2023-04-26,1,4
607208,Trea Turner,2023-04-20,2023-04-26,1,4
661388,William Contreras,2023-04-20,2023-04-26,1,4
593428,Xander Bogaerts,2023-04-20,2023-04-26,1,4
666969,Adolis Garcia,2023-04-27,2023-05-03,1,5
608324,Alex Bregman,2023-04-27,2023-05-03,1,5
665926,Andres Gimenez,2023-04-27,2023-05-03,1,5
663586,Austin Riley,2023-04-27,2023-05-03,1,5
666182,Bo Bichette,2023-04-27,2023-05-03,2,5
663728,Cal Raleigh,2023-04-27,2023-05-03,3,5
572233,Christian Walker,2023-04-27,2023-05-03,4,5
641355,Cody Bellinger,2023-04-27,2023-05-03,2,5
621020,Dansby Swanson,2023-04-27,2023-05-03,2,5
553993,Eugenio Suarez,2023-04-27,2023-05-03,1,5
596019,Francisco Lindor,2023-04-27,2023-05-03,1,5
518692,Freddie Freeman,2023-04-27,2023-05-03,1,5
650402,Gleyber Torres,2023-04-27,2023-05-03,1,5
673490,Ha-seong Kim,2023-04-27,2023-05-03,1,5
670623,Isaac Paredes,2023-04-27,2023-05-03,1,5
665742,Juan Soto,2023-04-27,2023-05-03,1,5
606466,Ketel Marte,2023-04-27,2023-05-03,3,5
621566,Matt Olson,2023-04-27,2023-05-03,1,5
545361,Mike Trout,2023-04-27,2023-05-03,3,5
605141,Mookie Betts,2023-04-27,2023-05-03,2,5
645277,Ozzie Albies,2023-04-27,2023-05-03,2,5
646240,Rafael Devers,2023-04-27,2023-05-03,1,5
660271,Shohei Ohtani,2023-04-27,2023-05-03,1,5
607208,Trea Turner,2023-04-27,2023-05-03,1,5
669257,Will Smith,2023-04-27,2023-05-03,1,5
593428,Xander Bogaerts,2023-04-27,2023-05-03,1,5
650490,Yandy Diaz,2023-04-27,2023-05-03,1,5
668939,Adley Rutschman,2023-05-04,2023-05-10,1,6
666969,Adolis Garcia,2023-05-04,2023-05-10,1,6
666182,Bo Bichette,2023-05-04,2023-05-10,1,6
607043,Brandon Nimmo,2023-05-04,2023-05-10,1,6
547180,Bryce Harper,2023-05-04,2023-05-10,1,6
572233,Christian Walker,2023-05-04,2023-05-10,2,6
592885,Christian Yelich,2023-05-04,2023-05-10,1,6
682998,Corbin Carroll,2023-05-04,2023-05-10,1,6
621020,Dansby Swanson,2023-05-04,2023-05-10,1,6
596019,Francisco Lindor,2023-05-04,2023-05-10,1,6
518692,Freddie Freeman,2023-05-04,2023-05-10,1,6
650402,Gleyber Torres,2023-05-04,2023-05-10,2,6
683002,Gunnar Henderson,2023-05-04,2023-05-10,1,6
681546,James Outman,2023-05-04,2023-05-10,1,6
608070,Jose Ramirez,2023-05-04,2023-05-10,1,6
665742,Juan Soto,2023-05-04,2023-05-10,1,6
677594,Julio Rodriguez,2023-05-04,2023-05-10,1,6
663656,Kyle Tucker,2023-05-04,2023-05-10,1,6
543760,Marcus Semien,2023-05-04,2023-05-10,1,6
621566,Matt Olson,2023-05-04,2023-05-10,3,6
605141,Mookie Betts,2023-05-04,2023-05-10,2,6
646240,Rafael Devers,2023-05-04,2023-05-10,1,6
660271,Shohei Ohtani,2023-05-04,2023-05-10,1,6
670770,TJ Friedl,2023-05-04,2023-05-10,1,6
642731,Thairo Estrada,2023-05-04,2023-05-10,2,6
607208,Trea Turner,2023-05-04,2023-05-10,1,6
669257,Will Smith,2023-05-04,2023-05-10,2,6
661388,William Contreras,2023-05-04,2023-05-10,2,6
650490,Yandy Diaz,2023-05-04,2023-05-10,2,6
592450,Aaron Judge,2023-05-11,2023-05-17,5,7
668939,Adley Rutschman,2023-05-11,2023-05-17,1,7
666969,Adolis Garcia,2023-05-11,2023-05-17,4,7
608324,Alex Bregman,2023-05-11,2023-05-17,2,7
665926,Andres Gimenez,2023-05-11,2023-05-17,1,7
663586,Austin Riley,2023-05-11,2023-05-17,1,7
547180,Bryce Harper,2023-05-11,2023-05-17,1,7
681082,Bryson Stott,2023-05-11,2023-05-17,1,7
663728,Cal Raleigh,2023-05-11,2023-05-17,2,7
572233,Christian Walker,2023-05-11,2023-05-17,2,7
592885,Christian Yelich,2023-05-11,2023-05-17,3,7
682998,Corbin Carroll,2023-05-11,2023-05-17,1,7
553993,Eugenio Suarez,2023-05-11,2023-05-17,1,7
518692,Freddie Freeman,2023-05-11,2023-05-17,1,7
683002,Gunnar Henderson,2023-05-11,2023-05-17,1,7
673490,Ha-seong Kim,2023-05-11,2023-05-17,1,7
670623,Isaac Paredes,2023-05-11,2023-05-17,2,7
681546,James Outman,2023-05-11,2023-05-17,1,7
665742,Juan Soto,2023-05-11,2023-05-17,1,7
677594,Julio Rodriguez,2023-05-11,2023-05-17,1,7
543760,Marcus Semien,2023-05-11,2023-05-17,1,7
545361,Mike Trout,2023-05-11,2023-05-17,1,7
605141,Mookie Betts,2023-05-11,2023-05-17,2,7
645277,Ozzie Albies,2023-05-11,2023-05-17,1,7
660271,Shohei Ohtani,2023-05-11,2023-05-17,1,7
669257,Will Smith,2023-05-11,2023-05-17,1,7
650490,Yandy Diaz,2023-05-11,2023-05-17,1,7
592450,Aaron Judge,2023-05-18,2023-05-24,3,8
668939,Adley Rutschman,2023-05-18,2023-05-24,1,8
666969,Adolis Garcia,2023-05-18,2023-05-24,1,8
666182,Bo Bichette,2023-05-18,2023-05-24,1,8
607043,Brandon Nimmo,2023-05-18,2023-05-24,1,8
681082,Bryson Stott,2023-05-18,2023-05-24,2,8
682998,Corbin Carroll,2023-05-18,2023-05-24,1,8
608369,Corey Seager,2023-05-18,2023-05-24,2,8
621020,Dansby Swanson,2023-05-18,2023-05-24,1,8
553993,Eugenio Suarez,2023-05-18,2023-05-24,1,8
596019,Francisco Lindor,2023-05-18,2023-05-24,1,8
518692,Freddie Freeman,2023-05-18,2023-05-24,2,8
650402,Gleyber Torres,2023-05-18,2023-05-24,3,8
683002,Gunnar Henderson,2023-05-18,2023-05-24,1,8
673490,Ha-seong Kim,2023-05-18,2023-05-24,1,8
670623,Isaac Paredes,2023-05-18,2023-05-24,1,8
608070,Jose Ramirez,2023-05-18,2023-05-24,2,8
665742,Juan Soto,2023-05-18,2023-05-24,2,8
606466,Ketel Marte,2023-05-18,2023-05-24,1,8
663656,Kyle Tucker,2023-05-18,2023-05-24,1,8
543760,Marcus Semien,2023-05-18,2023-05-24,1,8
621566,Matt Olson,2023-05-18,2023-05-24,3,8
545361,Mike Trout,2023-05-18,2023-05-24,3,8
605141,Mookie Betts,2023-05-18,2023-05-24,2,8
663538,Nico Hoerner,2023-05-18,2023-05-24,1,8
646240,Rafael Devers,2023-05-18,2023-05-24,2,8
660271,Shohei Ohtani,2023-05-18,2023-05-24,3,8
607208,Trea Turner,2023-05-18,2023-05-24,1,8
661388,William Contreras,2023-05-18,2023-05-24,1,8
593428,Xander Bogaerts,2023-05-18,2023-05-24,1,8
650490,Yandy Diaz,2023-05-18,2023-05-24,1,8
592450,Aaron Judge,2023-05-25,2023-05-31,4,9
668939,Adley Rutschman,2023-05-25,2023-05-31,1,9
608324,Alex Bregman,2023-05-25,2023-05-31,1,9
663586,Austin Riley,2023-05-25,2023-05-31,3,9
666182,Bo Bichette,2023-05-25,2023-05-31,2,9
547180,Bryce Harper,2023-05-25,2023-05-31,1,9
663728,Cal Raleigh,2023-05-25,2023-05-31,1,9
572233,Christian Walker,2023-05-25,2023-05-31,1,9
682998,Corbin Carroll,2023-05-25,2023-05-31,2,9
608369,Corey Seager,2023-05-25,2023-05-31,2,9
621020,Dansby Swanson,2023-05-25,2023-05-31,1,9
553993,Eugenio Suarez,2023-05-25,2023-05-31,1,9
596019,Francisco Lindor,2023-05-25,2023-05-31,3,9
518692,Freddie Freeman,2023-05-25,2023-05-31,1,9
670623,Isaac Paredes,2023-05-25,2023-05-31,1,9
665742,Juan Soto,2023-05-25,2023-05-31,1,9
677594,Julio Rodriguez,2023-05-25,2023-05-31,3,9
606466,Ketel Marte,2023-05-25,2023-05-31,2,9
621566,Matt Olson,2023-05-25,2023-05-31,3,9
545361,Mike Trout,2023-05-25,2023-05-31,1,9
605141,Mookie Betts,2023-05-25,2023-05-31,2,9
663538,Nico Hoerner,2023-05-25,2023-05-31,1,9
645277,Ozzie Albies,2023-05-25,2023-05-31,1,9
660271,Shohei Ohtani,2023-05-25,2023-05-31,3,9
669257,Will Smith,2023-05-25,2023-05-31,1,9
661388,William Contreras,2023-05-25,2023-05-31,2,9
650490,Yandy Diaz,2023-05-25,2023-05-31,1,9
592450,Aaron Judge,2023-06-01,2023-06-07,1,10
666969,Adolis Garcia,2023-06-01,2023-06-07,1,10
608324,Alex Bregman,2023-06-01,2023-06-07,1,10
666182,Bo Bichette,2023-06-01,2023-06-07,3,10
682998,Corbin Carroll,2023-06-01,2023-06-07,2,10
608369,Corey Seager,2023-06-01,2023-06-07,1,10
621020,Dansby Swanson,2023-06-01,2023-06-07,1,10
596019,Francisco Lindor,2023-06-01,2023-06-07,1,10
518692,Freddie Freeman,2023-06-01,2023-06-07,1,10
683002,Gunnar Henderson,2023-06-01,2023-06-07,1,10
670623,Isaac Paredes,2023-06-01,2023-06-07,1,10
677594,Julio Rodriguez,2023-06-01,2023-06-07,1,10
606466,Ketel Marte,2023-06-01,2023-06-07,1,10
663656,Kyle Tucker,2023-06-01,2023-06-07,1,10
543760,Marcus Semien,2023-06-01,2023-06-07,1,10
545361,Mike Trout,2023-06-01,2023-06-07,1,10
605141,Mookie Betts,2023-06-01,2023-06-07,3,10
645277,Ozzie Albies,2023-06-01,2023-06-07,2,10
660271,Shohei Ohtani,2023-06-01,2023-06-07,1,10
607208,Trea Turner,2023-06-01,2023-06-07,2,10
669257,Will Smith,2023-06-01,2023-06-07,1,10
661388,William Contreras,2023-06-01,2023-06-07,1,10
608324,Alex Bregman,2023-06-08,2023-06-14,1,11
665926,Andres Gimenez,2023-06-08,2023-06-14,1,11
663586,Austin Riley,2023-06-08,2023-06-14,1,11
607043,Brandon Nimmo,2023-06-08,2023-06-14,2,11
681082,Bryson Stott,2023-06-08,2023-06-14,1,11
663728,Cal Raleigh,2023-06-08,2023-06-14,1,11
572233,Christian Walker,2023-06-08,2023-06-14,1,11
592885,Christian Yelich,2023-06-08,2023-06-14,2,11
682998,Corbin Carroll,2023-06-08,2023-06-14,3,11
608369,Corey Seager,2023-06-08,2023-06-14,3,11
553993,Eugenio Suarez,2023-06-08,2023-06-14,1,11
596019,Francisco Lindor,2023-06-08,2023-06-14,1,11
518692,Freddie Freeman,2023-06-08,2023-06-14,2,11
650402,Gleyber Torres,2023-06-08,2023-06-14,2,11
683002,Gunnar Henderson,2023-06-08,2023-06-14,4,11
670623,Isaac Paredes,2023-06-08,2023-06-14,2,11
608070,Jose Ramirez,2023-06-08,2023-06-14,4,11
665742,Juan Soto,2023-06-08,2023-06-14,1,11
677594,Julio Rodriguez,2023-06-08,2023-06-14,1,11
663656,Kyle Tucker,2023-06-08,2023-06-14,1,11
543760,Marcus Semien,2023-06-08,2023-06-14,1,11
621566,Matt Olson,2023-06-08,2023-06-14,1,11
605141,Mookie Betts,2023-06-08,2023-06-14,1,11
645277,Ozzie Albies,2023-06-08,2023-06-14,2,11
646240,Rafael Devers,2023-06-08,2023-06-14,4,11
660271,Shohei Ohtani,2023-06-08,2023-06-14,5,11
642731,Thairo Estrada,2023-06-08,2023-06-14,3,11
669257,Will Smith,2023-06-08,2023-06-14,1,11
661388,William Contreras,2023-06-08,2023-06-14,1,11
668939,Adley Rutschman,2023-06-15,2023-06-21,2,12
666969,Adolis Garcia,2023-06-15,2023-06-21,1,12
608324,Alex Bregman,2023-06-15,2023-06-21,1,12
665926,Andres Gimenez,2023-06-15,2023-06-21,1,12
663586,Austin Riley,2023-06-15,2023-06-21,1,12
607043,Brandon Nimmo,2023-06-15,2023-06-21,1,12
681082,Bryson Stott,2023-06-15,2023-06-21,1,12
572233,Christian Walker,2023-06-15,2023-06-21,2,12
682998,Corbin Carroll,2023-06-15,2023-06-21,2,12
608369,Corey Seager,2023-06-15,2023-06-21,1,12
621020,Dansby Swanson,2023-06-15,2023-06-21,1,12
596019,Francisco Lindor,2023-06-15,2023-06-21,2,12
518692,Freddie Freeman,2023-06-15,2023-06-21,1,12
650402,Gleyber Torres,2023-06-15,2023-06-21,1,12
683002,Gunnar Henderson,2023-06-15,2023-06-21,1,12
670623,Isaac Paredes,2023-06-15,2023-06-21,2,12
608070,Jose Ramirez,2023-06-15,2023-06-21,1,12
665742,Juan Soto,2023-06-15,2023-06-21,2,12
606466,Ketel Marte,2023-06-15,2023-06-21,2,12
650333,Luis Arraez,2023-06-15,2023-06-21,1,12
621566,Matt Olson,2023-06-15,2023-06-21,3,12
545361,Mike Trout,2023-06-15,2023-06-21,1,12
663538,Nico Hoerner,2023-06-15,2023-06-21,1,12
645277,Ozzie Albies,2023-06-15,2023-06-21,2,12
660271,Shohei Ohtani,2023-06-15,2023-06-21,3,12
670770,TJ Friedl,2023-06-15,2023-06-21,1,12
666969,Adolis Garcia,2023-06-22,2023-06-28,4,13
608324,Alex Bregman,2023-06-22,2023-06-28,1,13
663586,Austin Riley,2023-06-22,2023-06-28,2,13
607043,Brandon Nimmo,2023-06-22,2023-06-28,3,13
663728,Cal Raleigh,2023-06-22,2023-06-28,2,13
572233,Christian Walker,2023-06-22,2023-06-28,1,13
682998,Corbin Carroll,2023-06-22,2023-06-28,1,13
621020,Dansby Swanson,2023-06-22,2023-06-28,2,13
553993,Eugenio Suarez,2023-06-22,2023-06-28,1,13
596019,Francisco Lindor,2023-06-22,2023-06-28,2,13
673490,Ha-seong Kim,2023-06-22,2023-06-28,3,13
608070,Jose Ramirez,2023-06-22,2023-06-28,2,13
665742,Juan Soto,2023-06-22,2023-06-28,1,13
677594,Julio Rodriguez,2023-06-22,2023-06-28,1,13
606466,Ketel Marte,2023-06-22,2023-06-28,4,13
663656,Kyle Tucker,2023-06-22,2023-06-28,1,13
650333,Luis Arraez,2023-06-22,2023-06-28,1,13
543760,Marcus Semien,2023-06-22,2023-06-28,1,13
621566,Matt Olson,2023-06-22,2023-06-28,5,13
545361,Mike Trout,2023-06-22,2023-06-28,2,13
605141,Mookie Betts,2023-06-22,2023-06-28,3,13
645277,Ozzie Albies,2023-06-22,2023-06-28,1,13
646240,Rafael Devers,2023-06-22,2023-06-28,2,13
660271,Shohei Ohtani,2023-06-22,2023-06-28,4,13
670770,TJ Friedl,2023-06-22,2023-06-28,2,13
607208,Trea Turner,2023-06-22,2023-06-28,1,13
669257,Will Smith,2023-06-22,2023-06-28,2,13
593428,Xander Bogaerts,2023-06-22,2023-06-28,1,13
668939,Adley Rutschman,2023-06-29,2023-07-05,1,14
666969,Adolis Garcia,2023-06-29,2023-07-05,2,14
608324,Alex Bregman,2023-06-29,2023-07-05,1,14
665926,Andres Gimenez,2023-06-29,2023-07-05,1,14
663586,Austin Riley,2023-06-29,2023-07-05,2,14
666182,Bo Bichette,2023-06-29,2023-07-05,1,14
607043,Brandon Nimmo,2023-06-29,2023-07-05,3,14
572233,Christian Walker,2023-06-29,2023-07-05,2,14
592885,Christian Yelich,2023-06-29,2023-07-05,1,14
682998,Corbin Carroll,2023-06-29,2023-07-05,1,14
621020,Dansby Swanson,2023-06-29,2023-07-05,1,14
553993,Eugenio Suarez,2023-06-29,2023-07-05,1,14
596019,Francisco Lindor,2023-06-29,2023-07-05,1,14
650402,Gleyber Torres,2023-06-29,2023-07-05,1,14
673490,Ha-seong Kim,2023-06-29,2023-07-05,2,14
670623,Isaac Paredes,2023-06-29,2023-07-05,1,14
681546,James Outman,2023-06-29,2023-07-05,2,14
665742,Juan Soto,2023-06-29,2023-07-05,1,14
663656,Kyle Tucker,2023-06-29,2023-07-05,3,14
621566,Matt Olson,2023-06-29,2023-07-05,3,14
545361,Mike Trout,2023-06-29,2023-07-05,1,14
605141,Mookie Betts,2023-06-29,2023-07-05,3,14
645277,Ozzie Albies,2023-06-29,2023-07-05,4,14
646240,Rafael Devers,2023-06-29,2023-07-05,1,14
660271,Shohei Ohtani,2023-06-29,2023-07-05,3,14
607208,Trea Turner,2023-06-29,2023-07-05,1,14
661388,William Contreras,2023-06-29,2023-07-05,1,14
593428,Xander Bogaerts,2023-06-29,2023-07-05,2,14
668939,Adley Rutschman,2023-07-06,2023-07-12,1,15
666969,Adolis Garcia,2023-07-06,2023-07-12,1,15
665926,Andres Gimenez,2023-07-06,2023-07-12,1,15
592885,Christian Yelich,2023-07-06,2023-07-12,1,15
641355,Cody Bellinger,2023-07-06,2023-07-12,2,15
608369,Corey Seager,2023-07-06,2023-07-12,2,15
553993,Eugenio Suarez,2023-07-06,2023-07-12,2,15
596019,Francisco Lindor,2023-07-06,2023-07-12,2,15
518692,Freddie Freeman,2023-07-06,2023-07-12,3,15
683002,Gunnar Henderson,2023-07-06,2023-07-12,2,15
670623,Isaac Paredes,2023-07-06,2023-07-12,2,15
608070,Jose Ramirez,2023-07-06,2023-07-12,1,15
605141,Mookie Betts,2023-07-06,2023-07-12,3,15
660271,Shohei Ohtani,2023-07-06,2023-07-12,1,15
607208,Trea Turner,2023-07-06,2023-07-12,1,15
669257,Will Smith,2023-07-06,2023-07-12,1,15
650490,Yandy Diaz,2023-07-06,2023-07-12,1,15
668939,Adley Rutschman,2023-07-13,2023-07-19,1,16
666969,Adolis Garcia,2023-07-13,2023-07-19,1,16
608324,Alex Bregman,2023-07-13,2023-07-19,1,16
665926,Andres Gimenez,2023-07-13,2023-07-19,1,16
663586,Austin Riley,2023-07-13,2023-07-19,3,16
666182,Bo Bichette,2023-07-13,2023-07-19,1,16
607043,Brandon Nimmo,2023-07-13,2023-07-19,1,16
547180,Bryce Harper,2023-07-13,2023-07-19,1,16
681082,Bryson Stott,2023-07-13,2023-07-19,1,16
663728,Cal Raleigh,2023-07-13,2023-07-19,1,16
572233,Christian Walker,2023-07-13,2023-07-19,2,16
592885,Christian Yelich,2023-07-13,2023-07-19,2,16
641355,Cody Bellinger,2023-07-13,2023-07-19,3,16
608369,Corey Seager,2023-07-13,2023-07-19,2,16
553993,Eugenio Suarez,2023-07-13,2023-07-19,3,16
650402,Gleyber Torres,2023-07-13,2023-07-19,1,16
683002,Gunnar Henderson,2023-07-13,2023-07-19,2,16
673490,Ha-seong Kim,2023-07-13,2023-07-19,1,16
670623,Isaac Paredes,2023-07-13,2023-07-19,1,16
681546,James Outman,2023-07-13,2023-07-19,1,16
665742,Juan Soto,2023-07-13,2023-07-19,2,16
663656,Kyle Tucker,2023-07-13,2023-07-19,1,16
543760,Marcus Semien,2023-07-13,2023-07-19,2,16
621566,Matt Olson,2023-07-13,2023-07-19,1,16
605141,Mookie Betts,2023-07-13,2023-07-19,1,16
663538,Nico Hoerner,2023-07-13,2023-07-19,1,16
646240,Rafael Devers,2023-07-13,2023-07-19,3,16
660271,Shohei Ohtani,2023-07-13,2023-07-19,3,16
661388,William Contreras,2023-07-13,2023-07-19,1,16
593428,Xander Bogaerts,2023-07-13,2023-07-19,1,16
668939,Adley Rutschman,2023-07-20,2023-07-26,1,17
666969,Adolis Garcia,2023-07-20,2023-07-26,1,17
608324,Alex Bregman,2023-07-20,2023-07-26,4,17
665926,Andres Gimenez,2023-07-20,2023-07-26,1,17
663586,Austin Riley,2023-07-20,2023-07-26,3,17
666182,Bo Bichette,2023-07-20,2023-07-26,1,17
607043,Brandon Nimmo,2023-07-20,2023-07-26,1,17
547180,Bryce Harper,2023-07-20,2023-07-26,1,17
681082,Bryson Stott,2023-07-20,2023-07-26,1,17
663728,Cal Raleigh,2023-07-20,2023-07-26,2,17
572233,Christian Walker,2023-07-20,2023-07-26,2,17
592885,Christian Yelich,2023-07-20,2023-07-26,2,17
641355,Cody Bellinger,2023-07-20,2023-07-26,3,17
682998,Corbin Carroll,2023-07-20,2023-07-26,3,17
608369,Corey Seager,2023-07-20,2023-07-26,1,17
621020,Dansby Swanson,2023-07-20,2023-07-26,2,17
518692,Freddie Freeman,2023-07-20,2023-07-26,4,17
650402,Gleyber Torres,2023-07-20,2023-07-26,2,17
683002,Gunnar Henderson,2023-07-20,2023-07-26,1,17
673490,Ha-seong Kim,2023-07-20,2023-07-26,3,17
670623,Isaac Paredes,2023-07-20,2023-07-26,1,17
608070,Jose Ramirez,2023-07-20,2023-07-26,2,17
665742,Juan Soto,2023-07-20,2023-07-26,3,17
677594,Julio Rodriguez,2023-07-20,2023-07-26,4,17
606466,Ketel Marte,2023-07-20,2023-07-26,2,17
663656,Kyle Tucker,2023-07-20,2023-07-26,4,17
543760,Marcus Semien,2023-07-20,2023-07-26,2,17
621566,Matt Olson,2023-07-20,2023-07-26,2,17
663538,Nico Hoerner,2023-07-20,2023-07-26,1,17
645277,Ozzie Albies,2023-07-20,2023-07-26,2,17
646240,Rafael Devers,2023-07-20,2023-07-26,2,17
660271,Shohei Ohtani,2023-07-20,2023-07-26,1,17
670770,TJ Friedl,2023-07-20,2023-07-26,1,17
650490,Yandy Diaz,2023-07-20,2023-07-26,1,17
592450,Aaron Judge,2023-07-27,2023-08-02,1,18
666969,Adolis Garcia,2023-07-27,2023-08-02,1,18
608324,Alex Bregman,2023-07-27,2023-08-02,1,18
663586,Austin Riley,2023-07-27,2023-08-02,3,18
663728,Cal Raleigh,2023-07-27,2023-08-02,3,18
592885,Christian Yelich,2023-07-27,2023-08-02,1,18
641355,Cody Bellinger,2023-07-27,2023-08-02,1,18
