Name,playerid,HR,week_start,week_end
"madrigal, nick",663611,1,2023-06-29,2023-07-05
"tucker, kyle",663656,3,2023-06-29,2023-07-05
"india, jonathan",663697,3,2023-06-29,2023-07-05
"grisham, trent",663757,2,2023-06-29,2023-07-05
"stephenson, tyler",663886,2,2023-06-29,2023-07-05
"lowe, nathaniel",663993,1,2023-06-29,2023-07-05
"bader, harrison",664056,1,2023-06-29,2023-07-05
"bohm, alec",664761,2,2023-06-29,2023-07-05
"brown, seth",664913,1,2023-06-29,2023-07-05
"peña, jeremy",665161,1,2023-06-29,2023-07-05
"tatís, fernando",665487,1,2023-06-29,2023-07-05
"guerrero, vladimir",665489,2,2023-06-29,2023-07-05
"soto, juan",665742,1,2023-06-29,2023-07-05
"taveras, leody",665750,2,2023-06-29,2023-07-05
"chisholm, jazz",665862,1,2023-06-29,2023-07-05
"giménez, andrés",665926,1,2023-06-29,2023-07-05
"lowe, josh",666139,1,2023-06-29,2023-07-05
"moniak, mickey",666160,2,2023-06-29,2023-07-05
"sabol, blake",666165,3,2023-06-29,2023-07-05
"bichette, bo",666182,1,2023-06-29,2023-07-05
"kessinger, grae",666197,1,2023-06-29,2023-07-05
"julien, edouard",666397,2,2023-06-29,2023-07-05
"morel, christopher",666624,2,2023-06-29,2023-07-05
"garcía, adolis",666969,2,2023-06-29,2023-07-05
"gurriel, lourdes",666971,3,2023-06-29,2023-07-05
"rooker, brent",667670,1,2023-06-29,2023-07-05
"arozarena, randy",668227,2,2023-06-29,2023-07-05
"pratto, nick",668472,1,2023-06-29,2023-07-05
"rogers, jake",668670,1,2023-06-29,2023-07-05
"steer, spencer",668715,2,2023-06-29,2023-07-05
"reynolds, bryan",668804,1,2023-06-29,2023-07-05
"rutschman, adley",668939,1,2023-06-29,2023-07-05
"langeliers, shea",669127,1,2023-06-29,2023-07-05
"murphy, sean",669221,2,2023-06-29,2023-07-05
"senzel, nick",669222,1,2023-06-29,2023-07-05
"suwinski, jack",669261,3,2023-06-29,2023-07-05
"gorman, nolan",669357,2,2023-06-29,2023-07-05
"burger, jake",669394,1,2023-06-29,2023-07-05
"raley, luke",670042,3,2023-06-29,2023-07-05
"paredes, isaac",670623,1,2023-06-29,2023-07-05
"harris, michael",671739,2,2023-06-29,2023-07-05
"bailey, patrick",672275,1,2023-06-29,2023-07-05
"diaz, jordan",672478,1,2023-06-29,2023-07-05
"garcía, maikel",672580,1,2023-06-29,2023-07-05
"diaz, yainer",673237,3,2023-06-29,2023-07-05
"robert, luis",673357,2,2023-06-29,2023-07-05
"kim, ha-seong",673490,2,2023-06-29,2023-07-05
"jung, josh",673962,1,2023-06-29,2023-07-05
"noda, ryan",676116,1,2023-06-29,2023-07-05
"deluca, jonny",676356,1,2023-06-29,2023-07-05
"mccormick, chas",676801,1,2023-06-29,2023-07-05
"franco, wander",677551,1,2023-06-29,2023-07-05
"duran, ezequiel",677649,1,2023-06-29,2023-07-05
"witt, bobby",677951,1,2023-06-29,2023-07-05
"tovar, ezequiel",678662,1,2023-06-29,2023-07-05
"torkelson, spencer",679529,3,2023-06-29,2023-07-05
"mclain, matt",680574,1,2023-06-29,2023-07-05
"duran, jarren",680776,1,2023-06-29,2023-07-05
"jeffers, ryan",680777,1,2023-06-29,2023-07-05
"donovan, brendan",680977,1,2023-06-29,2023-07-05
"carpenter, kerry",681481,1,2023-06-29,2023-07-05
"outman, james",681546,2,2023-06-29,2023-07-05
"álvarez, francisco",682626,3,2023-06-29,2023-07-05
"de la cruz, elly",682829,1,2023-06-29,2023-07-05
"carroll, corbin",682998,1,2023-06-29,2023-07-05
"volpe, anthony",683011,2,2023-06-29,2023-07-05
"baty, brett",683146,1,2023-06-29,2023-07-05
"brennan, will",686823,1,2023-06-29,2023-07-05
"walker, jordan",691023,1,2023-06-29,2023-07-05
"gonzales, nick",693304,1,2023-06-29,2023-07-05
"yoshida, masataka",807799,1,2023-06-29,2023-07-05
"peralta, david",444482,1,2023-07-06,2023-07-12
"piña, manny",444489,1,2023-07-06,2023-07-12
"maldonado, martín",455117,2,2023-07-06,2023-07-12
"votto, joey",458015,2,2023-07-06,2023-07-12
"martinez, j. d.",502110,2,2023-07-06,2023-07-12
"d'arnaud, travis",518595,1,2023-07-06,2023-07-12
"donaldson, josh",518626,1,2023-07-06,2023-07-12
"freeman, freddie",518692,3,2023-07-06,2023-07-12
"moustakas, mike",519058,1,2023-07-06,2023-07-12
"stanton, giancarlo",519317,2,2023-07-06,2023-07-12
"crawford, brandon",543063,1,2023-07-06,2023-07-12
"gomes, yan",543228,1,2023-07-06,2023-07-12
"hicks, aaron",543305,1,2023-07-06,2023-07-12
"higashioka, kyle",543309,1,2023-07-06,2023-07-12
"springer, george",543807,1,2023-07-06,2023-07-12
"marisnick, jake",545350,1,2023-07-06,2023-07-12
"suárez, eugenio",553993,2,2023-07-06,2023-07-12
"arenado, nolan",571448,3,2023-07-06,2023-07-12
"muncy, max",571970,2,2023-07-06,2023-07-12
"contreras, willson",575929,1,2023-07-06,2023-07-12
"machado, manny",592518,3,2023-07-06,2023-07-12
"realmuto, j. t.",592663,1,2023-07-06,2023-07-12
"yelich, christian",592885,1,2023-07-06,2023-07-12
"merrifield, whit",593160,3,2023-07-06,2023-07-12
"duvall, adam",594807,1,2023-07-06,2023-07-12
"lindor, francisco",596019,2,2023-07-06,2023-07-12
"slater, austin",596103,1,2023-07-06,2023-07-12
"choi, ji man",596847,1,2023-07-06,2023-07-12
"candelario, jeimer",600869,1,2023-07-06,2023-07-12
"urías, ramón",602104,1,2023-07-06,2023-07-12
"bell, josh",605137,1,2023-07-06,2023-07-12
"betts, mookie",605141,3,2023-07-06,2023-07-12
"caratini, víctor",605170,1,2023-07-06,2023-07-12
"davis, j. d.",605204,1,2023-07-06,2023-07-12
"turner, trea",607208,1,2023-07-06,2023-07-12
"ramírez, josé",608070,1,2023-07-06,2023-07-12
"seager, corey",608369,2,2023-07-06,2023-07-12
"meneses, joey",608841,4,2023-07-06,2023-07-12
"santander, anthony",623993,2,2023-07-06,2023-07-12
"alonso, pete",624413,1,2023-07-06,2023-07-12
"conforto, michael",624424,1,2023-07-06,2023-07-12
"soler, jorge",624585,1,2023-07-06,2023-07-12
"sosa, edmundo",624641,1,2023-07-06,2023-07-12
"bellinger, cody",641355,2,2023-07-06,2023-07-12
"crawford, j. p.",641487,1,2023-07-06,2023-07-12
"mcmahon, ryan",641857,1,2023-07-06,2023-07-12
"smith, dominic",642086,1,2023-07-06,2023-07-12
"adames, willy",642715,3,2023-07-06,2023-07-12
"wynns, austin",642851,1,2023-07-06,2023-07-12
"cooper, garrett",643265,1,2023-07-06,2023-07-12
"jansen, danny",643376,1,2023-07-06,2023-07-12
"tauchman, mike",643565,1,2023-07-06,2023-07-12
"ford, mike",645801,1,2023-07-06,2023-07-12
"naylor, josh",647304,1,2023-07-06,2023-07-12
"jiménez, eloy",650391,1,2023-07-06,2023-07-12
"díaz, yandy",650490,1,2023-07-06,2023-07-12
"de la cruz, bryan",650559,1,2023-07-06,2023-07-12
"chapman, matt",656305,1,2023-07-06,2023-07-12
"garrett, stone",656448,1,2023-07-06,2023-07-12
"verdugo, alex",657077,1,2023-07-06,2023-07-12
"ohtani, shohei",660271,1,2023-07-06,2023-07-12
"sánchez, jesús",660821,1,2023-07-06,2023-07-12
"isbel, kyle",664728,1,2023-07-06,2023-07-12
"brown, seth",664913,1,2023-07-06,2023-07-12
"pache, cristian",665506,1,2023-07-06,2023-07-12
"giménez, andrés",665926,1,2023-07-06,2023-07-12
"moniak, mickey",666160,1,2023-07-06,2023-07-12
"benson, will",666181,1,2023-07-06,2023-07-12
"julien, edouard",666397,1,2023-07-06,2023-07-12
"garcía, adolis",666969,1,2023-07-06,2023-07-12
"gurriel, lourdes",666971,1,2023-07-06,2023-07-12
"myers, dane",667472,1,2023-07-06,2023-07-12
"rooker, brent",667670,2,2023-07-06,2023-07-12
"rutschman, adley",668939,1,2023-07-06,2023-07-12
"murphy, sean",669221,2,2023-07-06,2023-07-12
"senzel, nick",669222,1,2023-07-06,2023-07-12
"smith, will",669257,1,2023-07-06,2023-07-12
"burger, jake",669394,1,2023-07-06,2023-07-12
"hays, austin",669720,1,2023-07-06,2023-07-12
"hall, darick",669742,1,2023-07-06,2023-07-12
"call, alex",669743,2,2023-07-06,2023-07-12
"paredes, isaac",670623,2,2023-07-06,2023-07-12
"robert, luis",673357,1,2023-07-06,2023-07-12
"suzuki, seiya",673548,1,2023-07-06,2023-07-12
"jung, josh",673962,2,2023-07-06,2023-07-12
"batten, matthew",676946,1,2023-07-06,2023-07-12
"franco, wander",677551,1,2023-07-06,2023-07-12
"thomas, alek",677950,2,2023-07-06,2023-07-12
"witt, bobby",677951,1,2023-07-06,2023-07-12
"tovar, ezequiel",678662,1,2023-07-06,2023-07-12
"duran, jarren",680776,1,2023-07-06,2023-07-12
"álvarez, francisco",682626,2,2023-07-06,2023-07-12
"greene, riley",682985,1,2023-07-06,2023-07-12
"henderson, gunnar",683002,2,2023-07-06,2023-07-12
"volpe, anthony",683011,1,2023-07-06,2023-07-12
"wiemer, joey",686894,1,2023-07-06,2023-07-12
"walker, jordan",691023,1,2023-07-06,2023-07-12
"yoshida, masataka",807799,1,2023-07-06,2023-07-12
"turner, justin",457759,2,2023-07-13,2023-07-19
"votto, joey",458015,1,2023-07-13,2023-07-19
"martinez, j. d.",502110,1,2023-07-13,2023-07-19
"goldschmidt, paul",502671,1,2023-07-13,2023-07-19
"grandal, yasmani",518735,1,2023-07-13,2023-07-19
"heyward, jason",518792,1,2023-07-13,2023-07-19
"moustakas, mike",519058,2,2023-07-13,2023-07-19
"stanton, giancarlo",519317,3,2023-07-13,2023-07-19
"flores, wilmer",527038,3,2023-07-13,2023-07-19
"ozuna, marcell",542303,1,2023-07-13,2023-07-19
"cron, c. j.",543068,3,2023-07-13,2023-07-19
"semien, marcus",543760,2,2023-07-13,2023-07-19
"vázquez, christian",543877,1,2023-07-13,2023-07-19
"grichuk, randal",545341,1,2023-07-13,2023-07-19
"harper, bryce",547180,1,2023-07-13,2023-07-19
"abreu, josé",547989,1,2023-07-13,2023-07-19
"suárez, eugenio",553993,3,2023-07-13,2023-07-19
"arenado, nolan",571448,2,2023-07-13,2023-07-19
"farmer, kyle",571657,2,2023-07-13,2023-07-19
"muncy, max",571970,1,2023-07-13,2023-07-19
"taylor, michael",572191,1,2023-07-13,2023-07-19
"walker, christian",572233,2,2023-07-13,2023-07-19
"yastrzemski, mike",573262,1,2023-07-13,2023-07-19
"contreras, willson",575929,1,2023-07-13,2023-07-19
"bryant, kris",592178,2,2023-07-13,2023-07-19
"castellanos, nick",592206,1,2023-07-13,2023-07-19
"machado, manny",592518,3,2023-07-13,2023-07-19
"realmuto, j. t.",592663,1,2023-07-13,2023-07-19
"rosario, eddie",592696,1,2023-07-13,2023-07-19
"yelich, christian",592885,2,2023-07-13,2023-07-19
"merrifield, whit",593160,1,2023-07-13,2023-07-19
"bogaerts, xander",593428,1,2023-07-13,2023-07-19
"duvall, adam",594807,1,2023-07-13,2023-07-19
"báez, javier",595879,1,2023-07-13,2023-07-19
"slater, austin",596103,1,2023-07-13,2023-07-19
"sánchez, gary",596142,2,2023-07-13,2023-07-19
"kepler, max",596146,2,2023-07-13,2023-07-19
"choi, ji man",596847,1,2023-07-13,2023-07-19
"candelario, jeimer",600869,2,2023-07-13,2023-07-19
"bell, josh",605137,2,2023-07-13,2023-07-19
"betts, mookie",605141,1,2023-07-13,2023-07-19
"arcia, orlando",606115,1,2023-07-13,2023-07-19
"nimmo, brandon",607043,1,2023-07-13,2023-07-19
"peterson, jace",607054,1,2023-07-13,2023-07-19
"bregman, alex",608324,1,2023-07-13,2023-07-19
"gallo, joey",608336,2,2023-07-13,2023-07-19
"seager, corey",608369,2,2023-07-13,2023-07-19
"murphy, tom",608596,1,2023-07-13,2023-07-19
"cordero, franchy",614173,1,2023-07-13,2023-07-19
"taylor, chris",621035,1,2023-07-13,2023-07-19
"correa, carlos",621043,1,2023-07-13,2023-07-19
"stewart, dj",621466,1,2023-07-13,2023-07-19
"ward, taylor",621493,2,2023-07-13,2023-07-19
"wisdom, patrick",621550,3,2023-07-13,2023-07-19
"olson, matt",621566,1,2023-07-13,2023-07-19
"santander, anthony",623993,1,2023-07-13,2023-07-19
"frazier, adam",624428,2,2023-07-13,2023-07-19
"soler, jorge",624585,1,2023-07-13,2023-07-19
"bellinger, cody",641355,3,2023-07-13,2023-07-19
"fraley, jake",641584,2,2023-07-13,2023-07-19
"heim, jonah",641680,2,2023-07-13,2023-07-19
"mcmahon, ryan",641857,1,2023-07-13,2023-07-19
"thaiss, matt",642136,1,2023-07-13,2023-07-19
"thomas, cody",642137,1,2023-07-13,2023-07-19
"mejía, francisco",642336,2,2023-07-13,2023-07-19
"siri, josé",642350,3,2023-07-13,2023-07-19
"rosario, amed",642708,1,2023-07-13,2023-07-19
"tauchman, mike",643565,1,2023-07-13,2023-07-19
"chang, yu",644374,1,2023-07-13,2023-07-19
"ford, mike",645801,1,2023-07-13,2023-07-19
"devers, rafael",646240,3,2023-07-13,2023-07-19
"naylor, josh",647304,4,2023-07-13,2023-07-19
"torres, gleyber",650402,1,2023-07-13,2023-07-19
"de la cruz, bryan",650559,2,2023-07-13,2023-07-19
"rengifo, luis",650859,2,2023-07-13,2023-07-19
"joe, connor",656582,1,2023-07-13,2023-07-19
"mullins, cedric",656775,1,2023-07-13,2023-07-19
"rivera, emmanuel",656896,1,2023-07-13,2023-07-19
"schwarber, kyle",656941,4,2023-07-13,2023-07-19
"thomas, lane",657041,1,2023-07-13,2023-07-19
"ohtani, shohei",660271,3,2023-07-13,2023-07-19
"acuña, ronald",660670,2,2023-07-13,2023-07-19
"ruiz, keibert",660688,2,2023-07-13,2023-07-19
"sánchez, jesús",660821,1,2023-07-13,2023-07-19
"contreras, william",661388,1,2023-07-13,2023-07-19
"nootbaar, lars",663457,1,2023-07-13,2023-07-19
"hoerner, nico",663538,1,2023-07-13,2023-07-19
"riley, austin",663586,3,2023-07-13,2023-07-19
"tucker, kyle",663656,1,2023-07-13,2023-07-19
"india, jonathan",663697,1,2023-07-13,2023-07-19
"raleigh, cal",663728,1,2023-07-13,2023-07-19
"grisham, trent",663757,2,2023-07-13,2023-07-19
"lowe, nathaniel",663993,1,2023-07-13,2023-07-19
"happ, ian",664023,1,2023-07-13,2023-07-19
"lowe, brandon",664040,1,2023-07-13,2023-07-19
"brown, seth",664913,1,2023-07-13,2023-07-19
"maton, nick",665155,1,2023-07-13,2023-07-19
"tatís, fernando",665487,1,2023-07-13,2023-07-19
"guerrero, vladimir",665489,1,2023-07-13,2023-07-19
"soto, juan",665742,2,2023-07-13,2023-07-19
"taveras, leody",665750,1,2023-07-13,2023-07-19
"giménez, andrés",665926,1,2023-07-13,2023-07-19
"jones, nolan",666134,2,2023-07-13,2023-07-19
"kirilloff, alex",666135,3,2023-07-13,2023-07-19
"lowe, josh",666139,1,2023-07-13,2023-07-19
"moniak, mickey",666160,1,2023-07-13,2023-07-19
"sabol, blake",666165,1,2023-07-13,2023-07-19
"benson, will",666181,2,2023-07-13,2023-07-19
"bichette, bo",666182,1,2023-07-13,2023-07-19
"naylor, bo",666310,1,2023-07-13,2023-07-19
"julien, edouard",666397,2,2023-07-13,2023-07-19
"garcía, adolis",666969,1,2023-07-13,2023-07-19
"arozarena, randy",668227,1,2023-07-13,2023-07-19
"bleday, jj",668709,2,2023-07-13,2023-07-19
"baddoo, akil",668731,1,2023-07-13,2023-07-19
"rutschman, adley",668939,1,2023-07-13,2023-07-19
"melendez, mj",669004,1,2023-07-13,2023-07-19
"gorman, nolan",669357,2,2023-07-13,2023-07-19
"burger, jake",669394,2,2023-07-13,2023-07-19
"call, alex",669743,1,2023-07-13,2023-07-19
"toglia, michael",669911,1,2023-07-13,2023-07-19
"paredes, isaac",670623,1,2023-07-13,2023-07-19
"casas, triston",671213,3,2023-07-13,2023-07-19
"waters, drew",671221,1,2023-07-13,2023-07-19
"diaz, jordan",672478,1,2023-07-13,2023-07-19
"moreno, gabriel",672515,1,2023-07-13,2023-07-19
"robert, luis",673357,2,2023-07-13,2023-07-19
"kim, ha-seong",673490,1,2023-07-13,2023-07-19
"suzuki, seiya",673548,1,2023-07-13,2023-07-19
"noda, ryan",676116,2,2023-07-13,2023-07-19
"burleson, alec",676475,1,2023-07-13,2023-07-19
"meyers, jake",676694,1,2023-07-13,2023-07-19
"trejo, alan",676701,1,2023-07-13,2023-07-19
"mccormick, chas",676801,4,2023-07-13,2023-07-19
"duran, ezequiel",677649,1,2023-07-13,2023-07-19
"witt, bobby",677951,2,2023-07-13,2023-07-19
"torkelson, spencer",679529,2,2023-07-13,2023-07-19
"mclain, matt",680574,1,2023-07-13,2023-07-19
"kwan, steven",680757,1,2023-07-13,2023-07-19
"davis, henry",680779,1,2023-07-13,2023-07-19
"miller, owen",680911,1,2023-07-13,2023-07-19
"donovan, brendan",680977,2,2023-07-13,2023-07-19
"stott, bryson",681082,1,2023-07-13,2023-07-19
"carpenter, kerry",681481,3,2023-07-13,2023-07-19
"outman, james",681546,1,2023-07-13,2023-07-19
"fry, david",681807,1,2023-07-13,2023-07-19
"álvarez, francisco",682626,2,2023-07-13,2023-07-19
"abrams, cj",682928,1,2023-07-13,2023-07-19
"henderson, gunnar",683002,2,2023-07-13,2023-07-19
"baty, brett",683146,2,2023-07-13,2023-07-19
"neto, zach",687263,1,2023-07-13,2023-07-19
"encarnacion-strand, christian",687952,1,2023-07-13,2023-07-19
"yoshida, masataka",807799,1,2023-07-13,2023-07-19
"maldonado, martín",455117,1,2023-07-20,2023-07-26
"turner, justin",457759,1,2023-07-20,2023-07-26
"santana, carlos",467793,3,2023-07-20,2023-07-26
"belt, brandon",474832,2,2023-07-20,2023-07-26
"martinez, j. d.",502110,2,2023-07-20,2023-07-26
"goldschmidt, paul",502671,2,2023-07-20,2023-07-26
"d'arnaud, travis",518595,1,2023-07-20,2023-07-26
"freeman, freddie",518692,4,2023-07-20,2023-07-26
"grandal, yasmani",518735,1,2023-07-20,2023-07-26
"heyward, jason",518792,1,2023-07-20,2023-07-26
"lemahieu, dj",518934,1,2023-07-20,2023-07-26
"moustakas, mike",519058,1,2023-07-20,2023-07-26
"rizzo, anthony",519203,1,2023-07-20,2023-07-26
"stanton, giancarlo",519317,1,2023-07-20,2023-07-26
"pérez, salvador",521692,2,2023-07-20,2023-07-26
"flores, wilmer",527038,2,2023-07-20,2023-07-26
"cron, c. j.",543068,1,2023-07-20,2023-07-26
"semien, marcus",543760,2,2023-07-20,2023-07-26
"vázquez, christian",543877,1,2023-07-20,2023-07-26
"wong, kolten",543939,1,2023-07-20,2023-07-26
"grichuk, randal",545341,1,2023-07-20,2023-07-26
"harper, bryce",547180,1,2023-07-20,2023-07-26
"díaz, elías",553869,1,2023-07-20,2023-07-26
"narváez, omar",553882,1,2023-07-20,2023-07-26
"arenado, nolan",571448,1,2023-07-20,2023-07-26
"maile, luke",571912,1,2023-07-20,2023-07-26
"muncy, max",571970,3,2023-07-20,2023-07-26
"taylor, michael",572191,1,2023-07-20,2023-07-26
"walker, christian",572233,2,2023-07-20,2023-07-26
"machado, manny",592518,2,2023-07-20,2023-07-26
"pederson, joc",592626,2,2023-07-20,2023-07-26
"realmuto, j. t.",592663,1,2023-07-20,2023-07-26
"yelich, christian",592885,2,2023-07-20,2023-07-26
"merrifield, whit",593160,1,2023-07-20,2023-07-26
"duvall, adam",594807,1,2023-07-20,2023-07-26
"kiermaier, kevin",595281,1,2023-07-20,2023-07-26
"profar, jurickson",595777,1,2023-07-20,2023-07-26
"slater, austin",596103,1,2023-07-20,2023-07-26
"vogelbach, dan",596129,2,2023-07-20,2023-07-26
"sánchez, gary",596142,1,2023-07-20,2023-07-26
"choi, ji man",596847,2,2023-07-20,2023-07-26
"candelario, jeimer",600869,1,2023-07-20,2023-07-26
"davis, j. d.",605204,2,2023-07-20,2023-07-26
"arcia, orlando",606115,2,2023-07-20,2023-07-26
"hernández, teoscar",606192,1,2023-07-20,2023-07-26
"marte, ketel",606466,2,2023-07-20,2023-07-26
"nimmo, brandon",607043,1,2023-07-20,2023-07-26
"ramírez, josé",608070,2,2023-07-20,2023-07-26
"bregman, alex",608324,4,2023-07-20,2023-07-26
"seager, corey",608369,1,2023-07-20,2023-07-26
"murphy, tom",608596,1,2023-07-20,2023-07-26
"meneses, joey",608841,1,2023-07-20,2023-07-26
"cordero, franchy",614173,1,2023-07-20,2023-07-26
"swanson, dansby",621020,2,2023-07-20,2023-07-26
"taylor, tyrone",621438,1,2023-07-20,2023-07-26
"buxton, byron",621439,2,2023-07-20,2023-07-26
"ward, taylor",621493,1,2023-07-20,2023-07-26
"remillard, zach",621545,1,2023-07-20,2023-07-26
"olson, matt",621566,2,2023-07-20,2023-07-26
"velazquez, andrew",623205,1,2023-07-20,2023-07-26
"alonso, pete",624413,2,2023-07-20,2023-07-26
"sosa, edmundo",624641,1,2023-07-20,2023-07-26
"ibáñez, andy",628451,1,2023-07-20,2023-07-26
"bellinger, cody",641355,3,2023-07-20,2023-07-26
"fraley, jake",641584,1,2023-07-20,2023-07-26
"garver, mitch",641598,1,2023-07-20,2023-07-26
"mckinney, billy",641856,1,2023-07-20,2023-07-26
"mcmahon, ryan",641857,1,2023-07-20,2023-07-26
"siri, josé",642350,1,2023-07-20,2023-07-26
"adames, willy",642715,1,2023-07-20,2023-07-26
"benintendi, andrew",643217,1,2023-07-20,2023-07-26
"dubón, mauricio",643289,1,2023-07-20,2023-07-26
"jansen, danny",643376,2,2023-07-20,2023-07-26
"chang, yu",644374,1,2023-07-20,2023-07-26
"albies, ozzie",645277,2,2023-07-20,2023-07-26
"ford, mike",645801,2,2023-07-20,2023-07-26
"devers, rafael",646240,2,2023-07-20,2023-07-26
"jiménez, eloy",650391,1,2023-07-20,2023-07-26
"torres, gleyber",650402,2,2023-07-20,2023-07-26
"díaz, yandy",650490,1,2023-07-20,2023-07-26
"de la cruz, bryan",650559,1,2023-07-20,2023-07-26
"rengifo, luis",650859,2,2023-07-20,2023-07-26
"adams, riley",656180,1,2023-07-20,2023-07-26
"chapman, matt",656305,1,2023-07-20,2023-07-26
"garrett, stone",656448,1,2023-07-20,2023-07-26
"mckinstry, zach",656716,1,2023-07-20,2023-07-26
"o'hearn, ryan",656811,2,2023-07-20,2023-07-26
"rivera, emmanuel",656896,2,2023-07-20,2023-07-26
"thomas, lane",657041,1,2023-07-20,2023-07-26
"dejong, paul",657557,1,2023-07-20,2023-07-26
"ohtani, shohei",660271,1,2023-07-20,2023-07-26
"montero, elehuris",660707,1,2023-07-20,2023-07-26
"nootbaar, lars",663457,2,2023-07-20,2023-07-26
"hoerner, nico",663538,1,2023-07-20,2023-07-26
"cabbage, trey",663550,1,2023-07-20,2023-07-26
"riley, austin",663586,3,2023-07-20,2023-07-26
"mountcastle, ryan",663624,1,2023-07-20,2023-07-26
"tucker, kyle",663656,4,2023-07-20,2023-07-26
"raleigh, cal",663728,2,2023-07-20,2023-07-26
"lowe, nathaniel",663993,2,2023-07-20,2023-07-26
"happ, ian",664023,1,2023-07-20,2023-07-26
"lowe, brandon",664040,1,2023-07-20,2023-07-26
"moore, dylan",664238,3,2023-07-20,2023-07-26
"isbel, kyle",664728,1,2023-07-20,2023-07-26
"brown, seth",664913,1,2023-07-20,2023-07-26
"guerrero, vladimir",665489,3,2023-07-20,2023-07-26
"soto, juan",665742,3,2023-07-20,2023-07-26
"giménez, andrés",665926,1,2023-07-20,2023-07-26
"fermin, freddy",666023,1,2023-07-20,2023-07-26
"jones, nolan",666134,2,2023-07-20,2023-07-26
"kirilloff, alex",666135,1,2023-07-20,2023-07-26
"benson, will",666181,1,2023-07-20,2023-07-26
"bichette, bo",666182,1,2023-07-20,2023-07-26
"naylor, bo",666310,2,2023-07-20,2023-07-26
"julien, edouard",666397,1,2023-07-20,2023-07-26
"morel, christopher",666624,1,2023-07-20,2023-07-26
"garcía, adolis",666969,1,2023-07-20,2023-07-26
"pratto, nick",668472,1,2023-07-20,2023-07-26
"rogers, jake",668670,1,2023-07-20,2023-07-26
"bleday, jj",668709,1,2023-07-20,2023-07-26
"knizner, andrew",668800,1,2023-07-20,2023-07-26
"reynolds, bryan",668804,2,2023-07-20,2023-07-26
"turang, brice",668930,1,2023-07-20,2023-07-26
"rutschman, adley",668939,1,2023-07-20,2023-07-26
"melendez, mj",669004,1,2023-07-20,2023-07-26
"huff, sam",669087,1,2023-07-20,2023-07-26
"campusano, luis",669134,1,2023-07-20,2023-07-26
"senzel, nick",669222,1,2023-07-20,2023-07-26
"suwinski, jack",669261,2,2023-07-20,2023-07-26
"gorman, nolan",669357,3,2023-07-20,2023-07-26
"burger, jake",669394,1,2023-07-20,2023-07-26
"smith, josh",669701,1,2023-07-20,2023-07-26
"toglia, michael",669911,1,2023-07-20,2023-07-26
"short, zack",670097,1,2023-07-20,2023-07-26
"mastrobuoni, miles",670156,1,2023-07-20,2023-07-26
"wallner, matt",670242,3,2023-07-20,2023-07-26
"paredes, isaac",670623,1,2023-07-20,2023-07-26
"friedl, tj",670770,1,2023-07-20,2023-07-26
"casas, triston",671213,3,2023-07-20,2023-07-26
"kirk, alejandro",672386,1,2023-07-20,2023-07-26
"garcía, maikel",672580,1,2023-07-20,2023-07-26
"diaz, yainer",673237,2,2023-07-20,2023-07-26
"kim, ha-seong",673490,3,2023-07-20,2023-07-26
"jung, josh",673962,1,2023-07-20,2023-07-26
"westburg, jordan",676059,1,2023-07-20,2023-07-26
"deluca, jonny",676356,1,2023-07-20,2023-07-26
"mccormick, chas",676801,1,2023-07-20,2023-07-26
"rodríguez, julio",677594,4,2023-07-20,2023-07-26
"thomas, alek",677950,1,2023-07-20,2023-07-26
"tovar, ezequiel",678662,1,2023-07-20,2023-07-26
"peguero, liover",678894,1,2023-07-20,2023-07-26
"torkelson, spencer",679529,1,2023-07-20,2023-07-26
"mclain, matt",680574,2,2023-07-20,2023-07-26
"kwan, steven",680757,1,2023-07-20,2023-07-26
"duran, jarren",680776,1,2023-07-20,2023-07-26
"jeffers, ryan",680777,1,2023-07-20,2023-07-26
"davis, henry",680779,2,2023-07-20,2023-07-26
"gelof, zack",680869,1,2023-07-20,2023-07-26
"stott, bryson",681082,1,2023-07-20,2023-07-26
"fry, david",681807,2,2023-07-20,2023-07-26
"de la cruz, elly",682829,2,2023-07-20,2023-07-26
"rodríguez, endy",682848,1,2023-07-20,2023-07-26
"abrams, cj",682928,2,2023-07-20,2023-07-26
"greene, riley",682985,1,2023-07-20,2023-07-26
"carroll, corbin",682998,3,2023-07-20,2023-07-26
"henderson, gunnar",683002,1,2023-07-20,2023-07-26
"frelick, sal",686217,1,2023-07-20,2023-07-26
"canzone, dominic",686527,1,2023-07-20,2023-07-26
"doyle, brenton",686668,1,2023-07-20,2023-07-26
"massey, michael",686681,3,2023-07-20,2023-07-26
"neto, zach",687263,1,2023-07-20,2023-07-26
"marlowe, cade",687799,1,2023-07-20,2023-07-26
"walker, jordan",691023,1,2023-07-20,2023-07-26
"yoshida, masataka",807799,1,2023-07-20,2023-07-26
"turner, justin",457759,1,2023-07-27,2023-08-02
"votto, joey",458015,3,2023-07-27,2023-08-02
"santana, carlos",467793,1,2023-07-27,2023-08-02
"belt, brandon",474832,1,2023-07-27,2023-08-02
"rojas, miguel",500743,1,2023-07-27,2023-08-02
"escobar, eduardo",500871,1,2023-07-27,2023-08-02
"pham, tommy",502054,1,2023-07-27,2023-08-02
"altuve, josé",514888,1,2023-07-27,2023-08-02
"segura, jean",516416,1,2023-07-27,2023-08-02
"heyward, jason",518792,1,2023-07-27,2023-08-02
"stanton, giancarlo",519317,2,2023-07-27,2023-08-02
