player_id,week_id,week_start,week_end,season,label_hr,reward,prev_games_played,prev_pa_roll_7,prev_pa_roll_14,prev_pa_roll_28,prev_pa_per_game,prev_hr_rate_7,prev_hr_rate_14,prev_hr_rate_28,prev_hr_rate_season,prev_avg_ev_7,prev_avg_la_7,prev_barrel_rate_7
547180,2024-W28,2024-07-15,2024-07-21,2024,1,1,5.0,86.0,86.0,257.0,17.2,0.0020529708590094,0.0020529708590094,0.0202194991710138,0.0143442622950819,74.15456699328963,6.989812891725491,0.0
547180,2024-W29,2024-07-22,2024-07-28,2024,2,2,3.0,48.0,134.0,217.0,16.0,0.019502952861435,0.012550104602146,0.0178078199606181,0.0145502645502645,85.88374580246823,14.985355837653634,0.0
547180,2024-W30,2024-07-29,2024-08-04,2024,1,1,6.0,108.0,156.0,242.0,18.0,0.022602093452099,0.01989445184874,0.0162481406064851,0.0148148148148148,87.8081810058639,16.667185777530573,0.0
547180,2024-W31,2024-08-05,2024-08-11,2024,1,1,6.0,132.0,240.0,374.0,22.0,0.0061563043280371,0.0132724227009457,0.0132303155946511,0.014269406392694,81.99777008916978,23.557143144396083,0.0
547180,2024-W32,2024-08-12,2024-08-18,2024,0,0,7.0,126.0,258.0,414.0,18.0,0.0103049987111275,0.0087012548191613,0.0128248838665502,0.0138445154419595,83.90098731170218,21.74522565267326,0.0
547180,2024-W33,2024-08-19,2024-08-25,2024,0,0,5.0,93.0,214.0,451.0,18.6,0.0065344841828212,0.0091712133511003,0.010924769841884,0.0133264992311635,84.43454214993733,18.27919024608409,0.0
547180,2024-W34,2024-08-26,2024-09-01,2024,0,0,6.0,94.0,167.0,425.0,15.666666666666666,0.0,0.0029566024847962,0.0062825927593286,0.0127139364303178,86.31133772457287,19.82400163320724,0.0
547180,2024-W35,2024-09-02,2024-09-08,2024,0,0,7.0,123.0,217.0,416.0,17.571428571428573,0.0,0.0,0.0043765818427648,0.0119926199261992,84.06372775309488,14.606322083806562,0.0
547180,2024-W36,2024-09-09,2024-09-15,2024,2,2,6.0,81.0,204.0,371.0,13.5,0.0,0.0,0.0010984802492353,0.0115606936416184,83.38107010608914,14.657426347715036,0.0
547180,2024-W37,2024-09-16,2024-09-22,2024,1,1,6.0,99.0,180.0,397.0,16.5,0.0077957211950868,0.0040085433036787,0.0018351218637398,0.0119250425894378,84.11222679168262,19.69976436733004,0.0
547180,2024-W38,2024-09-23,2024-09-29,2024,1,1,7.0,146.0,245.0,449.0,20.857142857142858,0.0203411336747763,0.0134856451387283,0.0068054094346544,0.0116279069767441,83.07166196710953,20.89432478886866,0.0
547180,2024-W39,2024-09-30,2024-10-06,2024,1,1,5.0,103.0,246.0,431.0,20.6,0.0080316310181391,0.0130109088579188,0.0087433100039738,0.0116459627329192,82.51474247035254,20.28863970821596,0.0
547180,2024-W40,2024-10-07,2024-10-13,2024,0,0,2.0,48.0,130.0,375.0,24.0,0.0179386982900091,0.0137434625733688,0.0127882786121475,0.0118140243902439,94.70704545454544,13.225811688311689,0.0
553993,2024-W11,2024-03-18,2024-03-24,2024,1,1,4.0,44.0,44.0,44.0,11.0,0.0,0.0,0.0,0.0,72.53848876123877,1.4688540626040625,0.0
553993,2024-W12,2024-03-25,2024-03-31,2024,1,1,4.0,51.0,88.0,88.0,12.75,0.0110195548590761,0.006156162029659,0.006156162029659,0.0113636363636363,82.51467594905095,17.54762321012321,0.0
553993,2024-W13,2024-04-01,2024-04-07,2024,0,0,6.0,78.0,122.0,166.0,13.0,0.0127326924632185,0.0137707977147245,0.0104629904525227,0.0120481927710843,84.61457746638803,21.838634739420097,0.0
553993,2024-W14,2024-04-08,2024-04-14,2024,1,1,6.0,123.0,201.0,289.0,20.5,0.0071973480987115,0.0092837001388334,0.0089944549878256,0.0069204152249134,83.49936370325514,19.34790861910912,0.0
553993,2024-W15,2024-04-15,2024-04-21,2024,0,0,5.0,95.0,211.0,329.0,19.0,0.0021962413463661,0.0050983651810786,0.0071829718723629,0.0081967213114754,84.56918844099836,10.741094114308428,0.0
553993,2024-W16,2024-04-22,2024-04-28,2024,0,0,7.0,135.0,212.0,413.0,19.285714285714285,0.0078236314913678,0.0050248280360138,0.0065894222474328,0.0059880239520958,78.65840721003508,7.786754766019255,0.0
553993,2024-W17,2024-04-29,2024-05-05,2024,0,0,6.0,89.0,224.0,424.0,14.833333333333334,0.0,0.0026340417232126,0.0040945087581355,0.0050847457627118,79.79525582891007,10.723047186649254,0.0
553993,2024-W18,2024-05-06,2024-05-12,2024,1,1,6.0,87.0,176.0,388.0,14.5,0.0,0.0,0.0025598968846746,0.0044313146233382,82.52697695333504,14.576566091172149,0.0
553993,2024-W19,2024-05-13,2024-05-19,2024,0,0,6.0,79.0,166.0,390.0,13.166666666666666,0.0099299241160954,0.0047625667110392,0.0033903660380387,0.0052910052910052,85.54997628226073,16.507475801282446,0.0
553993,2024-W20,2024-05-20,2024-05-26,2024,0,0,5.0,99.0,180.0,359.0,19.8,0.0053512245610858,0.0058083898057383,0.0027070527815212,0.0047449584816132,85.25842669600425,12.89070296859012,0.0
553993,2024-W21,2024-05-27,2024-06-02,2024,1,1,6.0,96.0,183.0,349.0,16.0,0.0,0.0020012193866494,0.0029666390008995,0.0042598509052183,79.85187072166228,29.790363003688583,0.0
553993,2024-W22,2024-06-03,2024-06-09,2024,1,1,6.0,96.0,192.0,358.0,16.0,0.0063946930573303,0.0032784008042473,0.004518288928312,0.0048309178743961,80.09968054795401,37.44818933384666,0.0
553993,2024-W23,2024-06-10,2024-06-16,2024,1,1,7.0,112.0,208.0,391.0,16.0,0.0102602254175745,0.007822716039314,0.004685133478988,0.005231037489102,81.5042596328509,20.262544373383594,0.0
553993,2024-W24,2024-06-17,2024-06-23,2024,0,0,4.0,90.0,196.0,376.0,22.5,0.0105705209642898,0.0103969911396789,0.007112482821258,0.0057424118129614,83.73913711470054,16.19986650593316,0.0
553993,2024-W25,2024-06-24,2024-06-30,2024,0,0,6.0,109.0,181.0,389.0,18.166666666666668,0.0077972645931232,0.0078258891308206,0.0080589006699627,0.0052710843373493,79.3555531790793,26.064737905738784,0.0
553993,2024-W26,2024-07-01,2024-07-07,2024,1,1,5.0,78.0,187.0,371.0,15.6,0.0,0.0014343710393038,0.0061645225805868,0.0049786628733997,81.56735325957013,14.44978036563793,0.0
553993,2024-W27,2024-07-08,2024-07-14,2024,3,2,6.0,110.0,188.0,369.0,18.33333333333333,0.0011378379303456,0.0006496253074983,0.0042237276642659,0.0052770448548812,80.70646608780308,16.05623193429245,0.0
553993,2024-W28,2024-07-15,2024-07-21,2024,1,1,7.0,106.0,216.0,403.0,15.142857142857142,0.0236269832321369,0.0120178443357684,0.0079571940864983,0.0067817509247842,83.29774044407617,17.638601731734834,0.0
553993,2024-W29,2024-07-22,2024-07-28,2024,2,2,3.0,42.0,148.0,336.0,14.0,0.0182684449475422,0.0278533600171087,0.0132033377526893,0.0072115384615384,85.79662354219077,14.234628390983431,0.0
553993,2024-W30,2024-07-29,2024-08-04,2024,3,2,6.0,97.0,139.0,355.0,16.166666666666668,0.0187571559445137,0.0228463960222887,0.0158310423182139,0.0079500283929585,83.73722819986969,21.51517113106574,0.0
553993,2024-W31,2024-08-05,2024-08-11,2024,1,1,6.0,99.0,196.0,344.0,16.5,0.0367848198553877,0.0273560235700793,0.0254631335810443,0.0091397849462365,83.76430553957985,22.719229394178893,0.0
553993,2024-W32,2024-08-12,2024-08-18,2024,1,1,7.0,101.0,200.0,339.0,14.428571428571429,0.0123178859440199,0.0243188427951969,0.023329328350295,0.0091789903110657,82.6217752432817,23.960159165486164,0.0
553993,2024-W33,2024-08-19,2024-08-25,2024,2,2,6.0,82.0,183.0,379.0,13.666666666666666,0.0130046099458344,0.011543394558245,0.0200660025035067,0.009300048947626,83.13365648138459,23.70770715775892,0.0
553993,2024-W34,2024-08-26,2024-09-01,2024,2,2,6.0,85.0,167.0,367.0,14.166666666666666,0.0089469469161889,0.0118011691789042,0.0179821773948323,0.0098684210526315,86.88646059605676,17.96928403161397,0.0
553993,2024-W35,2024-09-02,2024-09-08,2024,4,2,6.0,90.0,175.0,358.0,15.0,0.0267052489084208,0.0173996175716698,0.0130591193274717,0.0103697024346257,88.56727567886087,20.32381570132037,0.0
553993,2024-W36,2024-09-09,2024-09-15,2024,2,2,7.0,141.0,231.0,398.0,20.142857142857142,0.0276469459193166,0.0272846527492194,0.019481902690751,0.0114455277660025,86.50108418097591,18.766724315332592,0.0
553993,2024-W37,2024-09-16,2024-09-22,2024,1,1,5.0,74.0,215.0,390.0,14.8,0.0402606443132884,0.0312068828251171,0.0257079471807968,0.0119194410193177,90.1478110204542,18.86773355511107,0.0
553993,2024-W38,2024-09-23,2024-09-29,2024,1,1,7.0,107.0,181.0,412.0,15.285714285714286,0.0057781029525598,0.0220032329379085,0.0247959919465463,0.0118110236220472,84.32947534910159,24.89011694208344,0.0
571448,2024-W11,2024-03-18,2024-03-24,2024,0,0,4.0,41.0,41.0,41.0,10.25,0.0,0.0,0.0,0.0,84.48133539225003,17.539856755710414,0.0
571448,2024-W12,2024-03-25,2024-03-31,2024,0,0,4.0,54.0,95.0,95.0,13.5,0.0,0.0,0.0,0.0,82.79376953869559,39.022189104754894,0.0
571448,2024-W13,2024-04-01,2024-04-07,2024,0,0,6.0,74.0,128.0,169.0,12.333333333333334,0.0,0.0,0.0,0.0,81.86906104519831,36.76953318959309,0.0
571448,2024-W14,2024-04-08,2024-04-14,2024,1,1,6.0,86.0,160.0,255.0,14.333333333333334,0.0,0.0,0.0,0.0,82.43339142999835,16.460183871858415,0.0
571448,2024-W15,2024-04-15,2024-04-21,2024,0,0,6.0,102.0,188.0,316.0,17.0,0.0036252171274613,0.0018806277502912,0.0011520649495872,0.0028011204481792,81.55920935815952,13.44563870757158,0.0
571448,2024-W16,2024-04-22,2024-04-28,2024,0,0,6.0,99.0,201.0,361.0,16.5,0.005722562472977,0.0054080605461349,0.0029723392460478,0.0021929824561403,82.58030368638244,21.342802117406823,0.0
571448,2024-W17,2024-04-29,2024-05-05,2024,1,1,6.0,103.0,202.0,390.0,17.166666666666668,0.0,0.0023343266597629,0.0026773002915577,0.0017889087656529,80.93142883491173,17.070266702885103,0.0
