Name,playerid,HR,week_start,week_end
"turner, justin",457759,1,2024-03-28,2024-04-03
"rojas, miguel",500743,2,2024-03-28,2024-04-03
"goldschmidt, paul",502671,1,2024-03-28,2024-04-03
"altuve, josé",514888,3,2024-03-28,2024-04-03
"marte, starling",516782,1,2024-03-28,2024-04-03
"freeman, freddie",518692,1,2024-03-28,2024-04-03
"stanton, giancarlo",519317,1,2024-03-28,2024-04-03
"pérez, salvador",521692,2,2024-03-28,2024-04-03
"garcía, avisaíl",541645,1,2024-03-28,2024-04-03
"ozuna, marcell",542303,3,2024-03-28,2024-04-03
"hicks, aaron",543305,1,2024-03-28,2024-04-03
"higashioka, kyle",543309,1,2024-03-28,2024-04-03
"springer, george",543807,2,2024-03-28,2024-04-03
"trout, mike",545361,3,2024-03-28,2024-04-03
"harper, bryce",547180,3,2024-03-28,2024-04-03
"díaz, elías",553869,1,2024-03-28,2024-04-03
"suárez, eugenio",553993,1,2024-03-28,2024-04-03
"haniger, mitch",571745,1,2024-03-28,2024-04-03
"maile, luke",571912,1,2024-03-28,2024-04-03
"muncy, max",571970,1,2024-03-28,2024-04-03
"walker, christian",572233,3,2024-03-28,2024-04-03
"contreras, willson",575929,2,2024-03-28,2024-04-03
"canha, mark",592192,1,2024-03-28,2024-04-03
"judge, aaron",592450,1,2024-03-28,2024-04-03
"machado, manny",592518,1,2024-03-28,2024-04-03
"realmuto, j. t.",592663,1,2024-03-28,2024-04-03
"rosario, eddie",592696,1,2024-03-28,2024-04-03
"yelich, christian",592885,2,2024-03-28,2024-04-03
"candelario, jeimer",600869,1,2024-03-28,2024-04-03
"betts, mookie",605141,4,2024-03-28,2024-04-03
"davis, j. d.",605204,2,2024-03-28,2024-04-03
"martini, nick",605361,2,2024-03-28,2024-04-03
"hernández, teoscar",606192,4,2024-03-28,2024-04-03
"marte, ketel",606466,1,2024-03-28,2024-04-03
"ramírez, josé",608070,1,2024-03-28,2024-04-03
"gallo, joey",608336,1,2024-03-28,2024-04-03
"kelly, carson",608348,1,2024-03-28,2024-04-03
"seager, corey",608369,1,2024-03-28,2024-04-03
"jankowski, travis",608671,1,2024-03-28,2024-04-03
"swanson, dansby",621020,1,2024-03-28,2024-04-03
"ward, taylor",621493,3,2024-03-28,2024-04-03
"olson, matt",621566,1,2024-03-28,2024-04-03
"santander, anthony",623993,2,2024-03-28,2024-04-03
"alonso, pete",624413,1,2024-03-28,2024-04-03
"biggio, cavan",624415,1,2024-03-28,2024-04-03
"conforto, michael",624424,3,2024-03-28,2024-04-03
"gordon, nick",624503,1,2024-03-28,2024-04-03
"soler, jorge",624585,2,2024-03-28,2024-04-03
"bellinger, cody",641355,1,2024-03-28,2024-04-03
"crawford, j. p.",641487,1,2024-03-28,2024-04-03
"o'neill, tyler",641933,2,2024-03-28,2024-04-03
"tellez, rowdy",642133,1,2024-03-28,2024-04-03
"siri, josé",642350,1,2024-03-28,2024-04-03
"estrada, thairo",642731,1,2024-03-28,2024-04-03
"cooper, garrett",643265,1,2024-03-28,2024-04-03
"albies, ozzie",645277,2,2024-03-28,2024-04-03
"devers, rafael",646240,1,2024-03-28,2024-04-03
"naylor, josh",647304,1,2024-03-28,2024-04-03
"díaz, yandy",650490,1,2024-03-28,2024-04-03
"de la cruz, bryan",650559,1,2024-03-28,2024-04-03
"adams, riley",656180,1,2024-03-28,2024-04-03
"chapman, matt",656305,2,2024-03-28,2024-04-03
"hoskins, rhys",656555,2,2024-03-28,2024-04-03
"mullins, cedric",656775,1,2024-03-28,2024-04-03
"schwarber, kyle",656941,2,2024-03-28,2024-04-03
"verdugo, alex",657077,1,2024-03-28,2024-04-03
"dejong, paul",657557,2,2024-03-28,2024-04-03
"olivares, edward",658668,1,2024-03-28,2024-04-03
"ohtani, shohei",660271,1,2024-03-28,2024-04-03
"ruiz, keibert",660688,1,2024-03-28,2024-04-03
"riley, austin",663586,1,2024-03-28,2024-04-03
"mountcastle, ryan",663624,1,2024-03-28,2024-04-03
"tucker, kyle",663656,2,2024-03-28,2024-04-03
"lowe, brandon",664040,1,2024-03-28,2024-04-03
"moore, dylan",664238,1,2024-03-28,2024-04-03
"isbel, kyle",664728,1,2024-03-28,2024-04-03
"walsh, jared",665120,1,2024-03-28,2024-04-03
"peña, jeremy",665161,2,2024-03-28,2024-04-03
"tatís, fernando",665487,3,2024-03-28,2024-04-03
"guerrero, vladimir",665489,1,2024-03-28,2024-04-03
"soto, juan",665742,1,2024-03-28,2024-04-03
"cabrera, oswaldo",665828,2,2024-03-28,2024-04-03
"cruz, oneil",665833,1,2024-03-28,2024-04-03
"valdez, enmanuel",665839,1,2024-03-28,2024-04-03
"chisholm, jazz",665862,1,2024-03-28,2024-04-03
"benson, will",666181,1,2024-03-28,2024-04-03
"naylor, bo",666310,1,2024-03-28,2024-04-03
"morel, christopher",666624,2,2024-03-28,2024-04-03
"rosario, eguy",666703,1,2024-03-28,2024-04-03
"garcía, adolis",666969,3,2024-03-28,2024-04-03
"gurriel, lourdes",666971,3,2024-03-28,2024-04-03
"arozarena, randy",668227,2,2024-03-28,2024-04-03
"rogers, jake",668670,1,2024-03-28,2024-04-03
"bleday, jj",668709,1,2024-03-28,2024-04-03
"steer, spencer",668715,1,2024-03-28,2024-04-03
"reynolds, bryan",668804,1,2024-03-28,2024-04-03
"lewis, royce",668904,1,2024-03-28,2024-04-03
"marsh, brandon",669016,2,2024-03-28,2024-04-03
"langeliers, shea",669127,1,2024-03-28,2024-04-03
"campusano, luis",669134,1,2024-03-28,2024-04-03
"suwinski, jack",669261,1,2024-03-28,2024-04-03
"shewmake, braden",669699,1,2024-03-28,2024-04-03
"toglia, michael",669911,1,2024-03-28,2024-04-03
"álvarez, yordan",670541,2,2024-03-28,2024-04-03
"paredes, isaac",670623,2,2024-03-28,2024-04-03
"freeman, tyler",671289,1,2024-03-28,2024-04-03
"harris, michael",671739,1,2024-03-28,2024-04-03
"bailey, patrick",672275,1,2024-03-28,2024-04-03
"garcía, maikel",672580,3,2024-03-28,2024-04-03
"diaz, yainer",673237,2,2024-03-28,2024-04-03
"robert, luis",673357,2,2024-03-28,2024-04-03
"kim, ha-seong",673490,1,2024-03-28,2024-04-03
"suzuki, seiya",673548,2,2024-03-28,2024-04-03
"jung, josh",673962,2,2024-03-28,2024-04-03
"westburg, jordan",676059,1,2024-03-28,2024-04-03
"velázquez, nelson",676369,1,2024-03-28,2024-04-03
"meyers, jake",676694,1,2024-03-28,2024-04-03
"schneider, davis",676914,2,2024-03-28,2024-04-03
"alexander, blaze",677942,1,2024-03-28,2024-04-03
"thomas, alek",677950,1,2024-03-28,2024-04-03
"witt, bobby",677951,2,2024-03-28,2024-04-03
"tovar, ezequiel",678662,1,2024-03-28,2024-04-03
"palacios, richie",680700,1,2024-03-28,2024-04-03
"kwan, steven",680757,1,2024-03-28,2024-04-03
"jeffers, ryan",680777,1,2024-03-28,2024-04-03
"donovan, brendan",680977,1,2024-03-28,2024-04-03
"carpenter, kerry",681481,1,2024-03-28,2024-04-03
"álvarez, francisco",682626,1,2024-03-28,2024-04-03
"abrams, cj",682928,1,2024-03-28,2024-04-03
"greene, riley",682985,1,2024-03-28,2024-04-03
"henderson, gunnar",683002,1,2024-03-28,2024-04-03
"volpe, anthony",683011,1,2024-03-28,2024-04-03
"baty, brett",683146,1,2024-03-28,2024-04-03
"canzone, dominic",686527,1,2024-03-28,2024-04-03
"doyle, brenton",686668,1,2024-03-28,2024-04-03
"lee, korey",686676,1,2024-03-28,2024-04-03
"encarnacion-strand, christian",687952,1,2024-03-28,2024-04-03
"pauley, graham",688363,1,2024-03-28,2024-04-03
"chourio, jackson",694192,1,2024-03-28,2024-04-03
"schanuel, nolan",694384,1,2024-03-28,2024-04-03
"merrill, jackson",701538,1,2024-03-28,2024-04-03
"lipscomb, trey",702358,1,2024-03-28,2024-04-03
"lee, jung hoo",808982,1,2024-03-28,2024-04-03
"blackmon, charlie",453568,1,2024-04-04,2024-04-10
"rizzo, anthony",519203,1,2024-04-04,2024-04-10
"stanton, giancarlo",519317,3,2024-04-04,2024-04-10
"ozuna, marcell",542303,2,2024-04-04,2024-04-10
"gomes, yan",543228,1,2024-04-04,2024-04-10
"semien, marcus",543760,1,2024-04-04,2024-04-10
"grichuk, randal",545341,1,2024-04-04,2024-04-10
"trout, mike",545361,3,2024-04-04,2024-04-10
"haniger, mitch",571745,1,2024-04-04,2024-04-10
"muncy, max",571970,1,2024-04-04,2024-04-10
"bryant, kris",592178,1,2024-04-04,2024-04-10
"canha, mark",592192,1,2024-04-04,2024-04-10
"judge, aaron",592450,1,2024-04-04,2024-04-10
"realmuto, j. t.",592663,1,2024-04-04,2024-04-10
"renfroe, hunter",592669,1,2024-04-04,2024-04-10
"yelich, christian",592885,3,2024-04-04,2024-04-10
"bogaerts, xander",593428,1,2024-04-04,2024-04-10
"polanco, jorge",593871,1,2024-04-04,2024-04-10
"profar, jurickson",595777,2,2024-04-04,2024-04-10
"lindor, francisco",596019,1,2024-04-04,2024-04-10
"bell, josh",605137,1,2024-04-04,2024-04-10
"caratini, víctor",605170,1,2024-04-04,2024-04-10
"marte, ketel",606466,2,2024-04-04,2024-04-10
"nimmo, brandon",607043,2,2024-04-04,2024-04-10
"ramírez, josé",608070,1,2024-04-04,2024-04-10
"gallo, joey",608336,2,2024-04-04,2024-04-10
"swanson, dansby",621020,1,2024-04-04,2024-04-10
"correa, carlos",621043,1,2024-04-04,2024-04-10
"stewart, dj",621466,1,2024-04-04,2024-04-10
"olson, matt",621566,2,2024-04-04,2024-04-10
"margot, manuel",622534,1,2024-04-04,2024-04-10
"alonso, pete",624413,2,2024-04-04,2024-04-10
"gordon, nick",624503,1,2024-04-04,2024-04-10
"mcguire, reese",624512,2,2024-04-04,2024-04-10
"sosa, edmundo",624641,1,2024-04-04,2024-04-10
"cronenworth, jake",630105,2,2024-04-04,2024-04-10
"bellinger, cody",641355,1,2024-04-04,2024-04-10
"crawford, j. p.",641487,1,2024-04-04,2024-04-10
"heim, jonah",641680,1,2024-04-04,2024-04-10
"mcmahon, ryan",641857,2,2024-04-04,2024-04-10
"o'neill, tyler",641933,4,2024-04-04,2024-04-10
"adames, willy",642715,2,2024-04-04,2024-04-10
"mcneil, jeff",643446,1,2024-04-04,2024-04-10
"devers, rafael",646240,1,2024-04-04,2024-04-10
"naylor, josh",647304,2,2024-04-04,2024-04-10
"toro, abraham",647351,1,2024-04-04,2024-04-10
"urías, luis",649966,1,2024-04-04,2024-04-10
"joe, connor",656582,1,2024-04-04,2024-04-10
"mullins, cedric",656775,1,2024-04-04,2024-04-10
"o'hearn, ryan",656811,1,2024-04-04,2024-04-10
"thomas, lane",657041,1,2024-04-04,2024-04-10
"verdugo, alex",657077,1,2024-04-04,2024-04-10
"sheets, gavin",657757,2,2024-04-04,2024-04-10
"olivares, edward",658668,2,2024-04-04,2024-04-10
"ohtani, shohei",660271,2,2024-04-04,2024-04-10
"contreras, william",661388,2,2024-04-04,2024-04-10
"perkins, blake",663368,1,2024-04-04,2024-04-10
"riley, austin",663586,1,2024-04-04,2024-04-10
"bart, joey",663698,1,2024-04-04,2024-04-10
"raleigh, cal",663728,2,2024-04-04,2024-04-10
"vierling, matt",663837,1,2024-04-04,2024-04-10
"tatís, fernando",665487,1,2024-04-04,2024-04-10
"guerrero, vladimir",665489,2,2024-04-04,2024-04-10
"soto, juan",665742,1,2024-04-04,2024-04-10
"cruz, oneil",665833,1,2024-04-04,2024-04-10
"chisholm, jazz",665862,1,2024-04-04,2024-04-10
"kirilloff, alex",666135,1,2024-04-04,2024-04-10
"hamilton, david",666152,1,2024-04-04,2024-04-10
"adell, jo",666176,1,2024-04-04,2024-04-10
"benson, will",666181,1,2024-04-04,2024-04-10
"bichette, bo",666182,1,2024-04-04,2024-04-10
"naylor, bo",666310,1,2024-04-04,2024-04-10
"julien, edouard",666397,3,2024-04-04,2024-04-10
"morel, christopher",666624,1,2024-04-04,2024-04-10
"rosario, eguy",666703,1,2024-04-04,2024-04-10
"garcía, adolis",666969,1,2024-04-04,2024-04-10
"rooker, brent",667670,2,2024-04-04,2024-04-10
"steer, spencer",668715,2,2024-04-04,2024-04-10
"reynolds, bryan",668804,1,2024-04-04,2024-04-10
"turang, brice",668930,1,2024-04-04,2024-04-10
"melendez, mj",669004,3,2024-04-04,2024-04-10
"marsh, brandon",669016,1,2024-04-04,2024-04-10
"langeliers, shea",669127,3,2024-04-04,2024-04-10
"smith, will",669257,1,2024-04-04,2024-04-10
"gorman, nolan",669357,3,2024-04-04,2024-04-10
"burger, jake",669394,3,2024-04-04,2024-04-10
"triolo, jared",669707,1,2024-04-04,2024-04-10
"toglia, michael",669911,2,2024-04-04,2024-04-10
"álvarez, yordan",670541,2,2024-04-04,2024-04-10
"paredes, isaac",670623,2,2024-04-04,2024-04-10
"herrera, iván",671056,3,2024-04-04,2024-04-10
"casas, triston",671213,2,2024-04-04,2024-04-10
"harris, michael",671739,1,2024-04-04,2024-04-10
"westburg, jordan",676059,1,2024-04-04,2024-04-10
"velázquez, nelson",676369,1,2024-04-04,2024-04-10
"clement, ernie",676391,1,2024-04-04,2024-04-10
"caballero, josé",676609,1,2024-04-04,2024-04-10
"meyers, jake",676694,1,2024-04-04,2024-04-10
"alexander, blaze",677942,1,2024-04-04,2024-04-10
"tovar, ezequiel",678662,1,2024-04-04,2024-04-10
"kwan, steven",680757,1,2024-04-04,2024-04-10
"duran, jarren",680776,1,2024-04-04,2024-04-10
"jeffers, ryan",680777,1,2024-04-04,2024-04-10
"gelof, zack",680869,2,2024-04-04,2024-04-10
"donovan, brendan",680977,1,2024-04-04,2024-04-10
"o'hoppe, logan",681351,1,2024-04-04,2024-04-10
"outman, james",681546,2,2024-04-04,2024-04-10
"fry, david",681807,1,2024-04-04,2024-04-10
"de la cruz, elly",682829,3,2024-04-04,2024-04-10
"abrams, cj",682928,2,2024-04-04,2024-04-10
"greene, riley",682985,2,2024-04-04,2024-04-10
"carroll, corbin",682998,1,2024-04-04,2024-04-10
"henderson, gunnar",683002,1,2024-04-04,2024-04-10
"volpe, anthony",683011,1,2024-04-04,2024-04-10
"busch, michael",683737,2,2024-04-04,2024-04-10
"pasquantino, vinnie",686469,1,2024-04-04,2024-04-10
"canzone, dominic",686527,2,2024-04-04,2024-04-10
"dunn, oliver",686554,1,2024-04-04,2024-04-10
"doyle, brenton",686668,1,2024-04-04,2024-04-10
"chourio, jackson",694192,1,2024-04-04,2024-04-10
"carter, evan",694497,1,2024-04-04,2024-04-10
"mccutchen, andrew",457705,1,2024-04-11,2024-04-17
"altuve, josé",514888,2,2024-04-11,2024-04-17
"marte, starling",516782,2,2024-04-11,2024-04-17
"stanton, giancarlo",519317,1,2024-04-11,2024-04-17
"pérez, salvador",521692,3,2024-04-11,2024-04-17
"garcía, avisaíl",541645,1,2024-04-11,2024-04-17
"ozuna, marcell",542303,3,2024-04-11,2024-04-17
"semien, marcus",543760,1,2024-04-11,2024-04-17
"vázquez, christian",543877,1,2024-04-11,2024-04-17
"trout, mike",545361,2,2024-04-11,2024-04-17
"harper, bryce",547180,1,2024-04-11,2024-04-17
"suárez, eugenio",553993,1,2024-04-11,2024-04-17
"arenado, nolan",571448,1,2024-04-11,2024-04-17
"haniger, mitch",571745,1,2024-04-11,2024-04-17
"hernández, enrique",571771,1,2024-04-11,2024-04-17
"muncy, max",571970,2,2024-04-11,2024-04-17
"canha, mark",592192,1,2024-04-11,2024-04-17
"drury, brandon",592273,1,2024-04-11,2024-04-17
"judge, aaron",592450,1,2024-04-11,2024-04-17
"machado, manny",592518,2,2024-04-11,2024-04-17
"pederson, joc",592626,2,2024-04-11,2024-04-17
"realmuto, j. t.",592663,1,2024-04-11,2024-04-17
"renfroe, hunter",592669,1,2024-04-11,2024-04-17
"polanco, jorge",593871,2,2024-04-11,2024-04-17
"duvall, adam",594807,1,2024-04-11,2024-04-17
"báez, javier",595879,1,2024-04-11,2024-04-17
"sánchez, gary",596142,1,2024-04-11,2024-04-17
"candelario, jeimer",600869,1,2024-04-11,2024-04-17
"bell, josh",605137,1,2024-04-11,2024-04-17
"betts, mookie",605141,1,2024-04-11,2024-04-17
"martini, nick",605361,1,2024-04-11,2024-04-17
"arcia, orlando",606115,1,2024-04-11,2024-04-17
"hernández, teoscar",606192,1,2024-04-11,2024-04-17
"marte, ketel",606466,2,2024-04-11,2024-04-17
"turner, trea",607208,2,2024-04-11,2024-04-17
"ramírez, josé",608070,1,2024-04-11,2024-04-17
"winker, jesse",608385,2,2024-04-11,2024-04-17
"taylor, tyrone",621438,1,2024-04-11,2024-04-17
"stewart, dj",621466,1,2024-04-11,2024-04-17
"ward, taylor",621493,3,2024-04-11,2024-04-17
"ramírez, harold",623912,1,2024-04-11,2024-04-17
"santander, anthony",623993,2,2024-04-11,2024-04-17
"alonso, pete",624413,3,2024-04-11,2024-04-17
"conforto, michael",624424,1,2024-04-11,2024-04-17
"trevino, jose",624431,1,2024-04-11,2024-04-17
"gordon, nick",624503,1,2024-04-11,2024-04-17
"soler, jorge",624585,1,2024-04-11,2024-04-17
"cronenworth, jake",630105,1,2024-04-11,2024-04-17
"bauers, jake",641343,1,2024-04-11,2024-04-17
"bellinger, cody",641355,1,2024-04-11,2024-04-17
"fraley, jake",641584,1,2024-04-11,2024-04-17
"garver, mitch",641598,1,2024-04-11,2024-04-17
"heim, jonah",641680,1,2024-04-11,2024-04-17
"o'neill, tyler",641933,1,2024-04-11,2024-04-17
"rosario, amed",642708,2,2024-04-11,2024-04-17
"adames, willy",642715,1,2024-04-11,2024-04-17
"estrada, thairo",642731,2,2024-04-11,2024-04-17
"dubón, mauricio",643289,1,2024-04-11,2024-04-17
"kiner-falefa, isiah",643396,1,2024-04-11,2024-04-17
"naylor, josh",647304,1,2024-04-11,2024-04-17
"castro, willi",650489,1,2024-04-11,2024-04-17
"de la cruz, bryan",650559,2,2024-04-11,2024-04-17
"pinto, rené",650907,2,2024-04-11,2024-04-17
"chapman, matt",656305,2,2024-04-11,2024-04-17
"hoskins, rhys",656555,1,2024-04-11,2024-04-17
"mullins, cedric",656775,3,2024-04-11,2024-04-17
"o'hearn, ryan",656811,3,2024-04-11,2024-04-17
"schwarber, kyle",656941,3,2024-04-11,2024-04-17
"thomas, lane",657041,1,2024-04-11,2024-04-17
"wong, connor",657136,3,2024-04-11,2024-04-17
"dejong, paul",657557,1,2024-04-11,2024-04-17
"sheets, gavin",657757,1,2024-04-11,2024-04-17
"ohtani, shohei",660271,1,2024-04-11,2024-04-17
"acuña, ronald",660670,1,2024-04-11,2024-04-17
"contreras, william",661388,2,2024-04-11,2024-04-17
"varsho, daulton",662139,4,2024-04-11,2024-04-17
"perkins, blake",663368,1,2024-04-11,2024-04-17
"nootbaar, lars",663457,1,2024-04-11,2024-04-17
"mountcastle, ryan",663624,1,2024-04-11,2024-04-17
"tucker, kyle",663656,3,2024-04-11,2024-04-17
"bart, joey",663698,1,2024-04-11,2024-04-17
"raleigh, cal",663728,1,2024-04-11,2024-04-17
"stephenson, tyler",663886,1,2024-04-11,2024-04-17
"happ, ian",664023,1,2024-04-11,2024-04-17
"bader, harrison",664056,1,2024-04-11,2024-04-17
"florial, estevan",664314,2,2024-04-11,2024-04-17
"bohm, alec",664761,1,2024-04-11,2024-04-17
"wade, lamonte",664774,1,2024-04-11,2024-04-17
"brown, seth",664913,1,2024-04-11,2024-04-17
"tatís, fernando",665487,1,2024-04-11,2024-04-17
"soto, juan",665742,2,2024-04-11,2024-04-17
"amaya, miguel",665804,1,2024-04-11,2024-04-17
"cabrera, oswaldo",665828,1,2024-04-11,2024-04-17
"cruz, oneil",665833,1,2024-04-11,2024-04-17
"valdez, enmanuel",665839,1,2024-04-11,2024-04-17
"ruiz, esteury",665923,2,2024-04-11,2024-04-17
"jones, nolan",666134,1,2024-04-11,2024-04-17
"moniak, mickey",666160,1,2024-04-11,2024-04-17
"julien, edouard",666397,1,2024-04-11,2024-04-17
"gurriel, lourdes",666971,2,2024-04-11,2024-04-17
"mccann, kyle",668832,1,2024-04-11,2024-04-17
"rutschman, adley",668939,1,2024-04-11,2024-04-17
"rojas, josh",668942,1,2024-04-11,2024-04-17
"marsh, brandon",669016,1,2024-04-11,2024-04-17
"suwinski, jack",669261,1,2024-04-11,2024-04-17
"miranda, josé",669304,1,2024-04-11,2024-04-17
"toglia, michael",669911,1,2024-04-11,2024-04-17
"wallner, matt",670242,1,2024-04-11,2024-04-17
"álvarez, yordan",670541,1,2024-04-11,2024-04-17
"paredes, isaac",670623,1,2024-04-11,2024-04-17
"casas, triston",671213,3,2024-04-11,2024-04-17
"garcía, luis",671277,1,2024-04-11,2024-04-17
"freeman, tyler",671289,1,2024-04-11,2024-04-17
"butler, lawrence",671732,1,2024-04-11,2024-04-17
"arias, gabriel",672356,1,2024-04-11,2024-04-17
"diaz, yainer",673237,1,2024-04-11,2024-04-17
"kim, ha-seong",673490,2,2024-04-11,2024-04-17
"suzuki, seiya",673548,1,2024-04-11,2024-04-17
"westburg, jordan",676059,2,2024-04-11,2024-04-17
"witt, bobby",677951,2,2024-04-11,2024-04-17
"meadows, parker",678009,1,2024-04-11,2024-04-17
"tovar, ezequiel",678662,1,2024-04-11,2024-04-17
"jeffers, ryan",680777,1,2024-04-11,2024-04-17
"stott, bryson",681082,1,2024-04-11,2024-04-17
"cowser, colton",681297,4,2024-04-11,2024-04-17
"o'hoppe, logan",681351,1,2024-04-11,2024-04-17
"carpenter, kerry",681481,2,2024-04-11,2024-04-17
"de la cruz, elly",682829,2,2024-04-11,2024-04-17
"abrams, cj",682928,2,2024-04-11,2024-04-17
"henderson, gunnar",683002,4,2024-04-11,2024-04-17
"busch, michael",683737,4,2024-04-11,2024-04-17
"pasquantino, vinnie",686469,2,2024-04-11,2024-04-17
"doyle, brenton",686668,1,2024-04-11,2024-04-17
"brennan, will",686823,1,2024-04-11,2024-04-17
"encarnacion-strand, christian",687952,1,2024-04-11,2024-04-17
"chourio, jackson",694192,1,2024-04-11,2024-04-17
"carter, evan",694497,1,2024-04-11,2024-04-17
"yoshida, masataka",807799,1,2024-04-11,2024-04-17
"mccutchen, andrew",457705,2,2024-04-18,2024-04-24
"turner, justin",457759,1,2024-04-18,2024-04-24
"goldschmidt, paul",502671,1,2024-04-18,2024-04-24
"altuve, josé",514888,1,2024-04-18,2024-04-24
"marte, starling",516782,1,2024-04-18,2024-04-24
"d'arnaud, travis",518595,5,2024-04-18,2024-04-24
"rizzo, anthony",519203,2,2024-04-18,2024-04-24
"pérez, salvador",521692,1,2024-04-18,2024-04-24
"ozuna, marcell",542303,1,2024-04-18,2024-04-24
"mccann, james",543510,1,2024-04-18,2024-04-24
"semien, marcus",543760,2,2024-04-18,2024-04-24
"springer, george",543807,1,2024-04-18,2024-04-24
"trout, mike",545361,2,2024-04-18,2024-04-24
"díaz, elías",553869,1,2024-04-18,2024-04-24
"walker, christian",572233,1,2024-04-18,2024-04-24
"yastrzemski, mike",573262,1,2024-04-18,2024-04-24
"contreras, willson",575929,1,2024-04-18,2024-04-24
"canha, mark",592192,2,2024-04-18,2024-04-24
"judge, aaron",592450,1,2024-04-18,2024-04-24
"merrifield, whit",593160,1,2024-04-18,2024-04-24
"bogaerts, xander",593428,1,2024-04-18,2024-04-24
"sanó, miguel",593934,1,2024-04-18,2024-04-24
"duvall, adam",594807,1,2024-04-18,2024-04-24
"lindor, francisco",596019,3,2024-04-18,2024-04-24
"sánchez, gary",596142,1,2024-04-18,2024-04-24
"bell, josh",605137,1,2024-04-18,2024-04-24
"pillar, kevin",607680,1,2024-04-18,2024-04-24
"ramírez, josé",608070,1,2024-04-18,2024-04-24
"refsnyder, rob",608701,1,2024-04-18,2024-04-24
"swanson, dansby",621020,1,2024-04-18,2024-04-24
"newman, kevin",621028,1,2024-04-18,2024-04-24
"taylor, tyrone",621438,1,2024-04-18,2024-04-24
"buxton, byron",621439,1,2024-04-18,2024-04-24
"stewart, dj",621466,1,2024-04-18,2024-04-24
"ward, taylor",621493,1,2024-04-18,2024-04-24
"alonso, pete",624413,1,2024-04-18,2024-04-24
"conforto, michael",624424,1,2024-04-18,2024-04-24
"soler, jorge",624585,1,2024-04-18,2024-04-24
"bellinger, cody",641355,2,2024-04-18,2024-04-24
"heim, jonah",641680,1,2024-04-18,2024-04-24
"mcmahon, ryan",641857,1,2024-04-18,2024-04-24
"tauchman, mike",643565,2,2024-04-18,2024-04-24
"devers, rafael",646240,1,2024-04-18,2024-04-24
"naylor, josh",647304,2,2024-04-18,2024-04-24
"toro, abraham",647351,1,2024-04-18,2024-04-24
"jiménez, eloy",650391,2,2024-04-18,2024-04-24
"castro, willi",650489,1,2024-04-18,2024-04-24
"de la cruz, bryan",650559,2,2024-04-18,2024-04-24
"adams, riley",656180,1,2024-04-18,2024-04-24
"hoskins, rhys",656555,2,2024-04-18,2024-04-24
"joe, connor",656582,1,2024-04-18,2024-04-24
"schwarber, kyle",656941,1,2024-04-18,2024-04-24
"smith, pavin",656976,1,2024-04-18,2024-04-24
"wong, connor",657136,2,2024-04-18,2024-04-24
"ohtani, shohei",660271,2,2024-04-18,2024-04-24
"sánchez, jesús",660821,2,2024-04-18,2024-04-24
"varsho, daulton",662139,2,2024-04-18,2024-04-24
"larnach, trevor",663616,2,2024-04-18,2024-04-24
"raleigh, cal",663728,3,2024-04-18,2024-04-24
"stephenson, tyler",663886,2,2024-04-18,2024-04-24
"rodgers, brendan",663898,1,2024-04-18,2024-04-24
"isbel, kyle",664728,1,2024-04-18,2024-04-24
"bohm, alec",664761,2,2024-04-18,2024-04-24
"clemens, kody",665019,1,2024-04-18,2024-04-24
"tatís, fernando",665487,1,2024-04-18,2024-04-24
"soto, juan",665742,2,2024-04-18,2024-04-24
"fitzgerald, tyler",666149,1,2024-04-18,2024-04-24
"adell, jo",666176,1,2024-04-18,2024-04-24
"benson, will",666181,1,2024-04-18,2024-04-24
"julien, edouard",666397,1,2024-04-18,2024-04-24
"garcía, adolis",666969,3,2024-04-18,2024-04-24
"rooker, brent",667670,3,2024-04-18,2024-04-24
"arozarena, randy",668227,1,2024-04-18,2024-04-24
"knizner, andrew",668800,1,2024-04-18,2024-04-24
"reynolds, bryan",668804,1,2024-04-18,2024-04-24
"martin, austin",668885,1,2024-04-18,2024-04-24
"turang, brice",668930,1,2024-04-18,2024-04-24
"rutschman, adley",668939,1,2024-04-18,2024-04-24
"melendez, mj",669004,1,2024-04-18,2024-04-24
"marsh, brandon",669016,1,2024-04-18,2024-04-24
"langeliers, shea",669127,1,2024-04-18,2024-04-24
"senzel, nick",669222,2,2024-04-18,2024-04-24
"espinal, santiago",669289,1,2024-04-18,2024-04-24
"gorman, nolan",669357,1,2024-04-18,2024-04-24
"paredes, isaac",670623,1,2024-04-18,2024-04-24
"kennedy, buddy",671083,1,2024-04-18,2024-04-24
"casas, triston",671213,1,2024-04-18,2024-04-24
"freeman, tyler",671289,1,2024-04-18,2024-04-24
"butler, lawrence",671732,1,2024-04-18,2024-04-24
"harris, michael",671739,1,2024-04-18,2024-04-24
"bailey, patrick",672275,1,2024-04-18,2024-04-24
"garcía, maikel",672580,1,2024-04-18,2024-04-24
"canario, alexander",672744,1,2024-04-18,2024-04-24
"westburg, jordan",676059,1,2024-04-18,2024-04-24
"noda, ryan",676116,1,2024-04-18,2024-04-24
"clement, ernie",676391,1,2024-04-18,2024-04-24
"caballero, josé",676609,1,2024-04-18,2024-04-24
"meyers, jake",676694,1,2024-04-18,2024-04-24
"schneider, davis",676914,1,2024-04-18,2024-04-24
"rodríguez, julio",677594,1,2024-04-18,2024-04-24
"abreu, wilyer",677800,2,2024-04-18,2024-04-24
"alexander, blaze",677942,1,2024-04-18,2024-04-24
