Name,playerid,HR,week_start,week_end
"lowe, nathaniel",663993,3,2024-06-27,2024-07-03
"happ, ian",664023,2,2024-06-27,2024-07-03
"lowe, brandon",664040,2,2024-06-27,2024-07-03
"isbel, kyle",664728,1,2024-06-27,2024-07-03
"bohm, alec",664761,2,2024-06-27,2024-07-03
"wade, lamonte",664774,1,2024-06-27,2024-07-03
"sullivan, brett",664954,1,2024-06-27,2024-07-03
"peña, jeremy",665161,1,2024-06-27,2024-07-03
"guerrero, vladimir",665489,3,2024-06-27,2024-07-03
"marchán, rafael",665561,2,2024-06-27,2024-07-03
"soto, juan",665742,1,2024-06-27,2024-07-03
"cruz, oneil",665833,1,2024-06-27,2024-07-03
"jones, nolan",666134,1,2024-06-27,2024-07-03
"adell, jo",666176,1,2024-06-27,2024-07-03
"benson, will",666181,1,2024-06-27,2024-07-03
"garcía, adolis",666969,2,2024-06-27,2024-07-03
"gurriel, lourdes",666971,2,2024-06-27,2024-07-03
"rooker, brent",667670,3,2024-06-27,2024-07-03
"arozarena, randy",668227,1,2024-06-27,2024-07-03
"rogers, jake",668670,1,2024-06-27,2024-07-03
"steer, spencer",668715,1,2024-06-27,2024-07-03
"vientos, mark",668901,2,2024-06-27,2024-07-03
"turang, brice",668930,1,2024-06-27,2024-07-03
"rutschman, adley",668939,1,2024-06-27,2024-07-03
"kreidler, ryan",668952,1,2024-06-27,2024-07-03
"langeliers, shea",669127,1,2024-06-27,2024-07-03
"murphy, sean",669221,1,2024-06-27,2024-07-03
"wells, austin",669224,1,2024-06-27,2024-07-03
"malloy, justyn-henry",669234,2,2024-06-27,2024-07-03
"suwinski, jack",669261,1,2024-06-27,2024-07-03
"gorman, nolan",669357,1,2024-06-27,2024-07-03
"burger, jake",669394,2,2024-06-27,2024-07-03
"toglia, michael",669911,1,2024-06-27,2024-07-03
"álvarez, yordan",670541,3,2024-06-27,2024-07-03
"paredes, isaac",670623,2,2024-06-27,2024-07-03
"ramos, heliot",671218,1,2024-06-27,2024-07-03
"garcía, luis",671277,2,2024-06-27,2024-07-03
"freeman, tyler",671289,1,2024-06-27,2024-07-03
"butler, lawrence",671732,1,2024-06-27,2024-07-03
"kelenic, jarred",672284,1,2024-06-27,2024-07-03
"moreno, gabriel",672515,1,2024-06-27,2024-07-03
"pérez, wenceel",672761,1,2024-06-27,2024-07-03
"sosa, lenyn",672820,1,2024-06-27,2024-07-03
"robert, luis",673357,3,2024-06-27,2024-07-03
"suzuki, seiya",673548,2,2024-06-27,2024-07-03
"clement, ernie",676391,1,2024-06-27,2024-07-03
"burleson, alec",676475,1,2024-06-27,2024-07-03
"caballero, josé",676609,1,2024-06-27,2024-07-03
"meyers, jake",676694,1,2024-06-27,2024-07-03
"kjerstad, heston",677008,2,2024-06-27,2024-07-03
"rocchio, brayan",677587,1,2024-06-27,2024-07-03
"witt, bobby",677951,1,2024-06-27,2024-07-03
"noel, jhonkensy",678877,1,2024-06-27,2024-07-03
"rafaela, ceddanne",678882,1,2024-06-27,2024-07-03
"schuemann, max",680474,1,2024-06-27,2024-07-03
"duran, jarren",680776,3,2024-06-27,2024-07-03
"gelof, zack",680869,1,2024-06-27,2024-07-03
"cowser, colton",681297,2,2024-06-27,2024-07-03
"o'hoppe, logan",681351,2,2024-06-27,2024-07-03
"schneemann, daniel",682177,1,2024-06-27,2024-07-03
"marte, noelvi",682622,1,2024-06-27,2024-07-03
"matos, luis",682641,1,2024-06-27,2024-07-03
"de la cruz, elly",682829,1,2024-06-27,2024-07-03
"abrams, cj",682928,1,2024-06-27,2024-07-03
"greene, riley",682985,1,2024-06-27,2024-07-03
"vaughn, andrew",683734,2,2024-06-27,2024-07-03
"busch, michael",683737,1,2024-06-27,2024-07-03
"pasquantino, vinnie",686469,2,2024-06-27,2024-07-03
"doyle, brenton",686668,4,2024-06-27,2024-07-03
"lee, korey",686676,1,2024-06-27,2024-07-03
"massey, michael",686681,1,2024-06-27,2024-07-03
"neto, zach",687263,1,2024-06-27,2024-07-03
"horwitz, spencer",687462,1,2024-06-27,2024-07-03
"wisely, brett",689172,1,2024-06-27,2024-07-03
"soderstrom, tyler",691016,1,2024-06-27,2024-07-03
"chourio, jackson",694192,1,2024-06-27,2024-07-03
"langford, wyatt",694671,1,2024-06-27,2024-07-03
"merrill, jackson",701538,2,2024-06-27,2024-07-03
"maldonado, martín",455117,2,2024-07-04,2024-07-10
"goldschmidt, paul",502671,2,2024-07-04,2024-07-10
"grandal, yasmani",518735,1,2024-07-04,2024-07-10
"pérez, salvador",521692,2,2024-07-04,2024-07-10
"ozuna, marcell",542303,3,2024-07-04,2024-07-10
"grossman, robbie",543257,1,2024-07-04,2024-07-10
"higashioka, kyle",543309,2,2024-07-04,2024-07-10
"semien, marcus",543760,1,2024-07-04,2024-07-10
"springer, george",543807,1,2024-07-04,2024-07-10
"vázquez, christian",543877,1,2024-07-04,2024-07-10
"vargas, ildemaro",545121,1,2024-07-04,2024-07-10
"grichuk, randal",545341,1,2024-07-04,2024-07-10
"suárez, eugenio",553993,2,2024-07-04,2024-07-10
"urshela, gio",570482,1,2024-07-04,2024-07-10
"arenado, nolan",571448,1,2024-07-04,2024-07-10
"haniger, mitch",571745,1,2024-07-04,2024-07-10
"singleton, jon",572138,1,2024-07-04,2024-07-10
"taylor, michael",572191,1,2024-07-04,2024-07-10
"walker, christian",572233,2,2024-07-04,2024-07-10
"contreras, willson",575929,2,2024-07-04,2024-07-10
"castellanos, nick",592206,1,2024-07-04,2024-07-10
"machado, manny",592518,1,2024-07-04,2024-07-10
"pederson, joc",592626,2,2024-07-04,2024-07-10
"yelich, christian",592885,2,2024-07-04,2024-07-10
"duvall, adam",594807,2,2024-07-04,2024-07-10
"kiermaier, kevin",595281,1,2024-07-04,2024-07-10
"profar, jurickson",595777,3,2024-07-04,2024-07-10
"cave, jake",595909,1,2024-07-04,2024-07-10
"lindor, francisco",596019,1,2024-07-04,2024-07-10
"martini, nick",605361,1,2024-07-04,2024-07-10
"marte, ketel",606466,1,2024-07-04,2024-07-10
"haase, eric",606992,1,2024-07-04,2024-07-10
"nimmo, brandon",607043,3,2024-07-04,2024-07-10
"turner, trea",607208,3,2024-07-04,2024-07-10
"bregman, alex",608324,2,2024-07-04,2024-07-10
"seager, corey",608369,2,2024-07-04,2024-07-10
"winker, jesse",608385,1,2024-07-04,2024-07-10
"refsnyder, rob",608701,1,2024-07-04,2024-07-10
"andújar, miguel",609280,1,2024-07-04,2024-07-10
"taylor, chris",621035,1,2024-07-04,2024-07-10
"correa, carlos",621043,3,2024-07-04,2024-07-10
"buxton, byron",621439,1,2024-07-04,2024-07-10
"olson, matt",621566,1,2024-07-04,2024-07-10
"santander, anthony",623993,1,2024-07-04,2024-07-10
"biggio, cavan",624415,1,2024-07-04,2024-07-10
"conforto, michael",624424,1,2024-07-04,2024-07-10
"ibáñez, andy",628451,1,2024-07-04,2024-07-10
"cronenworth, jake",630105,1,2024-07-04,2024-07-10
"garver, mitch",641598,2,2024-07-04,2024-07-10
"heim, jonah",641680,1,2024-07-04,2024-07-10
"palacios, joshua",641943,2,2024-07-04,2024-07-10
"smith, dominic",642086,1,2024-07-04,2024-07-10
"tellez, rowdy",642133,3,2024-07-04,2024-07-10
"white, eli",642201,1,2024-07-04,2024-07-10
"adames, willy",642715,1,2024-07-04,2024-07-10
"mcneil, jeff",643446,1,2024-07-04,2024-07-10
"albies, ozzie",645277,2,2024-07-04,2024-07-10
"robles, víctor",645302,1,2024-07-04,2024-07-10
"devers, rafael",646240,3,2024-07-04,2024-07-10
"naylor, josh",647304,2,2024-07-04,2024-07-10
"díaz, yandy",650490,1,2024-07-04,2024-07-10
"chapman, matt",656305,2,2024-07-04,2024-07-10
"hilliard, sam",656541,2,2024-07-04,2024-07-10
"hoskins, rhys",656555,3,2024-07-04,2024-07-10
"mckinstry, zach",656716,1,2024-07-04,2024-07-10
"schwarber, kyle",656941,1,2024-07-04,2024-07-10
"verdugo, alex",657077,1,2024-07-04,2024-07-10
"dejong, paul",657557,1,2024-07-04,2024-07-10
"ohtani, shohei",660271,1,2024-07-04,2024-07-10
"ruiz, keibert",660688,2,2024-07-04,2024-07-10
"sánchez, jesús",660821,2,2024-07-04,2024-07-10
"perkins, blake",663368,1,2024-07-04,2024-07-10
"nootbaar, lars",663457,1,2024-07-04,2024-07-10
"nevin, tyler",663527,1,2024-07-04,2024-07-10
"riley, austin",663586,2,2024-07-04,2024-07-10
"larnach, trevor",663616,1,2024-07-04,2024-07-10
"mountcastle, ryan",663624,1,2024-07-04,2024-07-10
"india, jonathan",663697,2,2024-07-04,2024-07-10
"bart, joey",663698,1,2024-07-04,2024-07-10
"raleigh, cal",663728,2,2024-07-04,2024-07-10
"vierling, matt",663837,1,2024-07-04,2024-07-10
"gonzalez, romy",663853,1,2024-07-04,2024-07-10
"stephenson, tyler",663886,2,2024-07-04,2024-07-10
"happ, ian",664023,3,2024-07-04,2024-07-10
"lowe, brandon",664040,1,2024-07-04,2024-07-10
"isbel, kyle",664728,1,2024-07-04,2024-07-10
"mendick, danny",664901,1,2024-07-04,2024-07-10
"peña, jeremy",665161,1,2024-07-04,2024-07-10
"soto, juan",665742,1,2024-07-04,2024-07-10
"taveras, leody",665750,1,2024-07-04,2024-07-10
"cruz, oneil",665833,2,2024-07-04,2024-07-10
"chisholm, jazz",665862,1,2024-07-04,2024-07-10
"fitzgerald, tyler",666149,1,2024-07-04,2024-07-10
"moniak, mickey",666160,1,2024-07-04,2024-07-10
"adell, jo",666176,1,2024-07-04,2024-07-10
"benson, will",666181,1,2024-07-04,2024-07-10
"naylor, bo",666310,1,2024-07-04,2024-07-10
"morel, christopher",666624,1,2024-07-04,2024-07-10
"garcía, adolis",666969,1,2024-07-04,2024-07-10
"gurriel, lourdes",666971,1,2024-07-04,2024-07-10
"myers, dane",667472,1,2024-07-04,2024-07-10
"rooker, brent",667670,1,2024-07-04,2024-07-10
"steer, spencer",668715,4,2024-07-04,2024-07-10
"reynolds, bryan",668804,4,2024-07-04,2024-07-10
"mccann, kyle",668832,1,2024-07-04,2024-07-10
"rutschman, adley",668939,1,2024-07-04,2024-07-10
"melendez, mj",669004,2,2024-07-04,2024-07-10
"marsh, brandon",669016,1,2024-07-04,2024-07-10
"langeliers, shea",669127,2,2024-07-04,2024-07-10
"murphy, sean",669221,1,2024-07-04,2024-07-10
"wells, austin",669224,1,2024-07-04,2024-07-10
"malloy, justyn-henry",669234,1,2024-07-04,2024-07-10
"smith, will",669257,4,2024-07-04,2024-07-10
"suwinski, jack",669261,2,2024-07-04,2024-07-10
"miranda, josé",669304,1,2024-07-04,2024-07-10
"burger, jake",669394,1,2024-07-04,2024-07-10
"smith, josh",669701,1,2024-07-04,2024-07-10
"toglia, michael",669911,2,2024-07-04,2024-07-10
"raley, luke",670042,1,2024-07-04,2024-07-10
"wallner, matt",670242,2,2024-07-04,2024-07-10
"paredes, isaac",670623,1,2024-07-04,2024-07-10
"ramos, heliot",671218,2,2024-07-04,2024-07-10
"garcía, luis",671277,1,2024-07-04,2024-07-10
"butler, lawrence",671732,2,2024-07-04,2024-07-10
"bailey, patrick",672275,1,2024-07-04,2024-07-10
"kelenic, jarred",672284,1,2024-07-04,2024-07-10
"garcía, maikel",672580,1,2024-07-04,2024-07-10
"pérez, wenceel",672761,1,2024-07-04,2024-07-10
"sosa, lenyn",672820,1,2024-07-04,2024-07-10
"robert, luis",673357,1,2024-07-04,2024-07-10
"suzuki, seiya",673548,1,2024-07-04,2024-07-10
"westburg, jordan",676059,2,2024-07-04,2024-07-10
"deluca, jonny",676356,1,2024-07-04,2024-07-10
"clement, ernie",676391,2,2024-07-04,2024-07-10
"burleson, alec",676475,2,2024-07-04,2024-07-10
"caballero, josé",676609,1,2024-07-04,2024-07-10
"kjerstad, heston",677008,1,2024-07-04,2024-07-10
"rodríguez, julio",677594,2,2024-07-04,2024-07-10
"abreu, wilyer",677800,1,2024-07-04,2024-07-10
"thomas, alek",677950,1,2024-07-04,2024-07-10
"witt, bobby",677951,2,2024-07-04,2024-07-10
"hinds, rece",677956,2,2024-07-04,2024-07-10
"meadows, parker",678009,1,2024-07-04,2024-07-10
"vargas, miguel",678246,2,2024-07-04,2024-07-10
"noel, jhonkensy",678877,1,2024-07-04,2024-07-10
"rafaela, ceddanne",678882,2,2024-07-04,2024-07-10
"schuemann, max",680474,1,2024-07-04,2024-07-10
"kwan, steven",680757,2,2024-07-04,2024-07-10
"jeffers, ryan",680777,1,2024-07-04,2024-07-10
"gelof, zack",680869,1,2024-07-04,2024-07-10
"stott, bryson",681082,1,2024-07-04,2024-07-10
"o'hoppe, logan",681351,2,2024-07-04,2024-07-10
"schneemann, daniel",682177,1,2024-07-04,2024-07-10
"martínez, angel",682657,1,2024-07-04,2024-07-10
"abrams, cj",682928,1,2024-07-04,2024-07-10
"greene, riley",682985,1,2024-07-04,2024-07-10
"carroll, corbin",682998,1,2024-07-04,2024-07-10
"henderson, gunnar",683002,1,2024-07-04,2024-07-10
"busch, michael",683737,2,2024-07-04,2024-07-10
"pasquantino, vinnie",686469,1,2024-07-04,2024-07-10
"doyle, brenton",686668,3,2024-07-04,2024-07-10
"massey, michael",686681,1,2024-07-04,2024-07-10
"lee, brooks",686797,2,2024-07-04,2024-07-10
"neto, zach",687263,1,2024-07-04,2024-07-10
"keith, colt",690993,4,2024-07-04,2024-07-10
"loperfido, joey",694388,1,2024-07-04,2024-07-10
"langford, wyatt",694671,1,2024-07-04,2024-07-10
"wood, james",695578,1,2024-07-04,2024-07-10
"rice, ben",700250,5,2024-07-04,2024-07-10
"yoshida, masataka",807799,1,2024-07-04,2024-07-10
"blackmon, charlie",453568,2,2024-07-11,2024-07-17
"santana, carlos",467793,1,2024-07-11,2024-07-17
"altuve, josé",514888,1,2024-07-11,2024-07-17
"d'arnaud, travis",518595,2,2024-07-11,2024-07-17
"freeman, freddie",518692,1,2024-07-11,2024-07-17
"pérez, salvador",521692,1,2024-07-11,2024-07-17
"ozuna, marcell",542303,2,2024-07-11,2024-07-17
"semien, marcus",543760,1,2024-07-11,2024-07-17
"harper, bryce",547180,1,2024-07-11,2024-07-17
"suárez, eugenio",553993,2,2024-07-11,2024-07-17
"urshela, gio",570482,1,2024-07-11,2024-07-17
"hernández, enrique",571771,1,2024-07-11,2024-07-17
"yastrzemski, mike",573262,1,2024-07-11,2024-07-17
"contreras, willson",575929,1,2024-07-11,2024-07-17
"iglesias, jose",578428,2,2024-07-11,2024-07-17
"castellanos, nick",592206,1,2024-07-11,2024-07-17
"judge, aaron",592450,2,2024-07-11,2024-07-17
"machado, manny",592518,1,2024-07-11,2024-07-17
"kiermaier, kevin",595281,1,2024-07-11,2024-07-17
"cave, jake",595909,1,2024-07-11,2024-07-17
"lindor, francisco",596019,1,2024-07-11,2024-07-17
"candelario, jeimer",600869,2,2024-07-11,2024-07-17
"bell, josh",605137,1,2024-07-11,2024-07-17
"arcia, orlando",606115,1,2024-07-11,2024-07-17
"marte, ketel",606466,1,2024-07-11,2024-07-17
"turner, trea",607208,3,2024-07-11,2024-07-17
"bregman, alex",608324,1,2024-07-11,2024-07-17
"kelly, carson",608348,1,2024-07-11,2024-07-17
"seager, corey",608369,1,2024-07-11,2024-07-17
"winker, jesse",608385,1,2024-07-11,2024-07-17
"swanson, dansby",621020,1,2024-07-11,2024-07-17
"nido, tomás",621512,1,2024-07-11,2024-07-17
"wisdom, patrick",621550,1,2024-07-11,2024-07-17
"santander, anthony",623993,1,2024-07-11,2024-07-17
"alonso, pete",624413,1,2024-07-11,2024-07-17
"frazier, adam",624428,1,2024-07-11,2024-07-17
"ibáñez, andy",628451,1,2024-07-11,2024-07-17
"calhoun, willie",641432,2,2024-07-11,2024-07-17
"crawford, j. p.",641487,2,2024-07-11,2024-07-17
"smith, dominic",642086,1,2024-07-11,2024-07-17
"siri, josé",642350,1,2024-07-11,2024-07-17
"adames, willy",642715,1,2024-07-11,2024-07-17
"benintendi, andrew",643217,1,2024-07-11,2024-07-17
"jansen, danny",643376,1,2024-07-11,2024-07-17
"devers, rafael",646240,2,2024-07-11,2024-07-17
"de la cruz, bryan",650559,1,2024-07-11,2024-07-17
"schwarber, kyle",656941,1,2024-07-11,2024-07-17
"wong, connor",657136,1,2024-07-11,2024-07-17
"ohtani, shohei",660271,1,2024-07-11,2024-07-17
"sánchez, jesús",660821,1,2024-07-11,2024-07-17
"contreras, william",661388,1,2024-07-11,2024-07-17
"india, jonathan",663697,1,2024-07-11,2024-07-17
"bart, joey",663698,1,2024-07-11,2024-07-17
"raleigh, cal",663728,3,2024-07-11,2024-07-17
"grisham, trent",663757,1,2024-07-11,2024-07-17
"stephenson, tyler",663886,2,2024-07-11,2024-07-17
"rodgers, brendan",663898,1,2024-07-11,2024-07-17
"happ, ian",664023,1,2024-07-11,2024-07-17
"lowe, brandon",664040,1,2024-07-11,2024-07-17
"bader, harrison",664056,2,2024-07-11,2024-07-17
"brown, seth",664913,2,2024-07-11,2024-07-17
"guerrero, vladimir",665489,1,2024-07-11,2024-07-17
"soto, juan",665742,2,2024-07-11,2024-07-17
"amaya, miguel",665804,1,2024-07-11,2024-07-17
"chisholm, jazz",665862,1,2024-07-11,2024-07-17
"lux, gavin",666158,1,2024-07-11,2024-07-17
"adell, jo",666176,1,2024-07-11,2024-07-17
"naylor, bo",666310,1,2024-07-11,2024-07-17
"morel, christopher",666624,2,2024-07-11,2024-07-17
"rooker, brent",667670,3,2024-07-11,2024-07-17
"arozarena, randy",668227,1,2024-07-11,2024-07-17
"steer, spencer",668715,1,2024-07-11,2024-07-17
"vilade, ryan",668723,1,2024-07-11,2024-07-17
"reynolds, bryan",668804,1,2024-07-11,2024-07-17
"vientos, mark",668901,1,2024-07-11,2024-07-17
"mitchell, garrett",669003,1,2024-07-11,2024-07-17
"melendez, mj",669004,1,2024-07-11,2024-07-17
"marsh, brandon",669016,1,2024-07-11,2024-07-17
"campusano, luis",669134,1,2024-07-11,2024-07-17
"wells, austin",669224,2,2024-07-11,2024-07-17
"espinal, santiago",669289,2,2024-07-11,2024-07-17
"burger, jake",669394,1,2024-07-11,2024-07-17
"smith, josh",669701,2,2024-07-11,2024-07-17
"toglia, michael",669911,5,2024-07-11,2024-07-17
"ramos, heliot",671218,1,2024-07-11,2024-07-17
"garcía, luis",671277,1,2024-07-11,2024-07-17
"butler, lawrence",671732,4,2024-07-11,2024-07-17
"suzuki, seiya",673548,1,2024-07-11,2024-07-17
"burleson, alec",676475,2,2024-07-11,2024-07-17
"meyers, jake",676694,2,2024-07-11,2024-07-17
"rodríguez, julio",677594,1,2024-07-11,2024-07-17
"abreu, wilyer",677800,1,2024-07-11,2024-07-17
"witt, bobby",677951,1,2024-07-11,2024-07-17
"hinds, rece",677956,3,2024-07-11,2024-07-17
"tovar, ezequiel",678662,2,2024-07-11,2024-07-17
"noel, jhonkensy",678877,1,2024-07-11,2024-07-17
"rojas, johan",679032,1,2024-07-11,2024-07-17
"gelof, zack",680869,2,2024-07-11,2024-07-17
"martínez, angel",682657,1,2024-07-11,2024-07-17
"de la cruz, elly",682829,2,2024-07-11,2024-07-17
"abrams, cj",682928,1,2024-07-11,2024-07-17
"carroll, corbin",682998,2,2024-07-11,2024-07-17
"henderson, gunnar",683002,1,2024-07-11,2024-07-17
"doyle, brenton",686668,2,2024-07-11,2024-07-17
"horwitz, spencer",687462,1,2024-07-11,2024-07-17
"keith, colt",690993,1,2024-07-11,2024-07-17
"winn, masyn",691026,1,2024-07-11,2024-07-17
"crow-armstrong, pete",691718,2,2024-07-11,2024-07-17
"rice, ben",700250,1,2024-07-11,2024-07-17
"yoshida, masataka",807799,1,2024-07-11,2024-07-17
"peralta, david",444482,1,2024-07-18,2024-07-24
"blackmon, charlie",453568,1,2024-07-18,2024-07-24
"mccutchen, andrew",457705,1,2024-07-18,2024-07-24
"turner, justin",457759,1,2024-07-18,2024-07-24
"santana, carlos",467793,1,2024-07-18,2024-07-24
"pham, tommy",502054,1,2024-07-18,2024-07-24
"goldschmidt, paul",502671,1,2024-07-18,2024-07-24
"freeman, freddie",518692,2,2024-07-18,2024-07-24
"heyward, jason",518792,1,2024-07-18,2024-07-24
"lemahieu, dj",518934,1,2024-07-18,2024-07-24
"pérez, salvador",521692,1,2024-07-18,2024-07-24
"ozuna, marcell",542303,2,2024-07-18,2024-07-24
"grossman, robbie",543257,1,2024-07-18,2024-07-24
"higashioka, kyle",543309,1,2024-07-18,2024-07-24
"semien, marcus",543760,1,2024-07-18,2024-07-24
"springer, george",543807,3,2024-07-18,2024-07-24
"harper, bryce",547180,2,2024-07-18,2024-07-24
"suárez, eugenio",553993,2,2024-07-18,2024-07-24
"arenado, nolan",571448,2,2024-07-18,2024-07-24
"haniger, mitch",571745,1,2024-07-18,2024-07-24
"hernández, enrique",571771,1,2024-07-18,2024-07-24
"walker, christian",572233,1,2024-07-18,2024-07-24
"contreras, willson",575929,1,2024-07-18,2024-07-24
"canha, mark",592192,1,2024-07-18,2024-07-24
"castellanos, nick",592206,1,2024-07-18,2024-07-24
"judge, aaron",592450,1,2024-07-18,2024-07-24
"pederson, joc",592626,1,2024-07-18,2024-07-24
"renfroe, hunter",592669,1,2024-07-18,2024-07-24
"rosario, eddie",592696,2,2024-07-18,2024-07-24
"polanco, jorge",593871,1,2024-07-18,2024-07-24
"profar, jurickson",595777,2,2024-07-18,2024-07-24
"cave, jake",595909,1,2024-07-18,2024-07-24
"lindor, francisco",596019,4,2024-07-18,2024-07-24
"barnes, austin",605131,1,2024-07-18,2024-07-24
"bell, josh",605137,2,2024-07-18,2024-07-24
"caratini, víctor",605170,1,2024-07-18,2024-07-24
"hernández, teoscar",606192,2,2024-07-18,2024-07-24
"marte, ketel",606466,3,2024-07-18,2024-07-24
"haase, eric",606992,2,2024-07-18,2024-07-24
"turner, trea",607208,2,2024-07-18,2024-07-24
"stallings, jacob",607732,1,2024-07-18,2024-07-24
"ramírez, josé",608070,1,2024-07-18,2024-07-24
"seager, corey",608369,1,2024-07-18,2024-07-24
"andújar, miguel",609280,1,2024-07-18,2024-07-24
"taylor, tyrone",621438,1,2024-07-18,2024-07-24
"buxton, byron",621439,2,2024-07-18,2024-07-24
"ramírez, harold",623912,1,2024-07-18,2024-07-24
"santander, anthony",623993,3,2024-07-18,2024-07-24
"alonso, pete",624413,1,2024-07-18,2024-07-24
"soler, jorge",624585,1,2024-07-18,2024-07-24
"cronenworth, jake",630105,1,2024-07-18,2024-07-24
"fraley, jake",641584,1,2024-07-18,2024-07-24
"heim, jonah",641680,1,2024-07-18,2024-07-24
"mcmahon, ryan",641857,1,2024-07-18,2024-07-24
"o'neill, tyler",641933,4,2024-07-18,2024-07-24
"tellez, rowdy",642133,1,2024-07-18,2024-07-24
"westbrook, jamie",642197,1,2024-07-18,2024-07-24
"wilson, weston",642215,1,2024-07-18,2024-07-24
"siri, josé",642350,2,2024-07-18,2024-07-24
"adames, willy",642715,1,2024-07-18,2024-07-24
"benintendi, andrew",643217,1,2024-07-18,2024-07-24
"mcneil, jeff",643446,4,2024-07-18,2024-07-24
"arráez, luis",650333,1,2024-07-18,2024-07-24
"torres, gleyber",650402,2,2024-07-18,2024-07-24
"de la cruz, bryan",650559,1,2024-07-18,2024-07-24
"chapman, matt",656305,1,2024-07-18,2024-07-24
"fairchild, stuart",656413,1,2024-07-18,2024-07-24
"hilliard, sam",656541,1,2024-07-18,2024-07-24
"hoskins, rhys",656555,1,2024-07-18,2024-07-24
"jackson, alex",656577,1,2024-07-18,2024-07-24
"mullins, cedric",656775,1,2024-07-18,2024-07-24
"o'hearn, ryan",656811,1,2024-07-18,2024-07-24
"wong, connor",657136,1,2024-07-18,2024-07-24
"dejong, paul",657557,1,2024-07-18,2024-07-24
"ohtani, shohei",660271,1,2024-07-18,2024-07-24
"ruiz, keibert",660688,1,2024-07-18,2024-07-24
"yepez, juan",660766,2,2024-07-18,2024-07-24
"sánchez, jesús",660821,1,2024-07-18,2024-07-24
"nootbaar, lars",663457,1,2024-07-18,2024-07-24
"riley, austin",663586,1,2024-07-18,2024-07-24
"larnach, trevor",663616,1,2024-07-18,2024-07-24
"vierling, matt",663837,1,2024-07-18,2024-07-24
"stephenson, tyler",663886,1,2024-07-18,2024-07-24
"rodgers, brendan",663898,1,2024-07-18,2024-07-24
"lowe, nathaniel",663993,2,2024-07-18,2024-07-24
"happ, ian",664023,1,2024-07-18,2024-07-24
"lowe, brandon",664040,2,2024-07-18,2024-07-24
"brown, seth",664913,1,2024-07-18,2024-07-24
"peña, jeremy",665161,2,2024-07-18,2024-07-24
"guerrero, vladimir",665489,4,2024-07-18,2024-07-24
"soto, juan",665742,3,2024-07-18,2024-07-24
"taveras, leody",665750,1,2024-07-18,2024-07-24
"cruz, oneil",665833,1,2024-07-18,2024-07-24
"chisholm, jazz",665862,1,2024-07-18,2024-07-24
"fitzgerald, tyler",666149,4,2024-07-18,2024-07-24
"lux, gavin",666158,2,2024-07-18,2024-07-24
"moniak, mickey",666160,1,2024-07-18,2024-07-24
"benson, will",666181,1,2024-07-18,2024-07-24
"rooker, brent",667670,2,2024-07-18,2024-07-24
"arozarena, randy",668227,3,2024-07-18,2024-07-24
"rogers, jake",668670,1,2024-07-18,2024-07-24
"bleday, jj",668709,1,2024-07-18,2024-07-24
"vientos, mark",668901,1,2024-07-18,2024-07-24
"rutschman, adley",668939,1,2024-07-18,2024-07-24
"langeliers, shea",669127,2,2024-07-18,2024-07-24
"wells, austin",669224,1,2024-07-18,2024-07-24
"malloy, justyn-henry",669234,2,2024-07-18,2024-07-24
"gorman, nolan",669357,2,2024-07-18,2024-07-24
"burger, jake",669394,2,2024-07-18,2024-07-24
"raley, luke",670042,1,2024-07-18,2024-07-24
"wallner, matt",670242,1,2024-07-18,2024-07-24
"álvarez, yordan",670541,1,2024-07-18,2024-07-24
"paredes, isaac",670623,1,2024-07-18,2024-07-24
"butler, lawrence",671732,1,2024-07-18,2024-07-24
"kelenic, jarred",672284,1,2024-07-18,2024-07-24
"pérez, wenceel",672761,2,2024-07-18,2024-07-24
"diaz, yainer",673237,1,2024-07-18,2024-07-24
"robert, luis",673357,1,2024-07-18,2024-07-24
"suzuki, seiya",673548,1,2024-07-18,2024-07-24
"westburg, jordan",676059,1,2024-07-18,2024-07-24
"burleson, alec",676475,1,2024-07-18,2024-07-24
"caballero, josé",676609,1,2024-07-18,2024-07-24
"meyers, jake",676694,1,2024-07-18,2024-07-24
"mccormick, chas",676801,1,2024-07-18,2024-07-24
"rodríguez, julio",677594,1,2024-07-18,2024-07-24
"thomas, alek",677950,1,2024-07-18,2024-07-24
"witt, bobby",677951,2,2024-07-18,2024-07-24
"tovar, ezequiel",678662,3,2024-07-18,2024-07-24
"noel, jhonkensy",678877,1,2024-07-18,2024-07-24
"schuemann, max",680474,1,2024-07-18,2024-07-24
"palacios, richie",680700,1,2024-07-18,2024-07-24
"kwan, steven",680757,1,2024-07-18,2024-07-24
"duran, jarren",680776,3,2024-07-18,2024-07-24
"gelof, zack",680869,1,2024-07-18,2024-07-24
"donovan, brendan",680977,1,2024-07-18,2024-07-24
"cowser, colton",681297,1,2024-07-18,2024-07-24
"marte, noelvi",682622,1,2024-07-18,2024-07-24
"de la cruz, elly",682829,1,2024-07-18,2024-07-24
"carroll, corbin",682998,1,2024-07-18,2024-07-24
"volpe, anthony",683011,1,2024-07-18,2024-07-24
"doyle, brenton",686668,2,2024-07-18,2024-07-24
"lee, korey",686676,1,2024-07-18,2024-07-24
"neto, zach",687263,1,2024-07-18,2024-07-24
"keith, colt",690993,1,2024-07-18,2024-07-24
"chourio, jackson",694192,1,2024-07-18,2024-07-24
"schanuel, nolan",694384,1,2024-07-18,2024-07-24
