playerid,Player_Name,week_start,week_end,HR,week_number
663656,Kyle Tucker,2024-09-12,2024-09-18,1,25
543760,Marcus Semien,2024-09-12,2024-09-18,2,25
621566,Matt Olson,2024-09-12,2024-09-18,1,25
660271,Shohei Ohtani,2024-09-12,2024-09-18,1,25
670770,TJ Friedl,2024-09-12,2024-09-18,2,25
669257,Will Smith,2024-09-12,2024-09-18,1,25
661388,William Contreras,2024-09-12,2024-09-18,1,25
593428,Xander Bogaerts,2024-09-12,2024-09-18,1,25
592450,Aaron Judge,2024-09-19,2024-09-25,4,26
666969,Adolis Garcia,2024-09-19,2024-09-25,1,26
608324,Alex Bregman,2024-09-19,2024-09-25,3,26
665926,Andres Gimenez,2024-09-19,2024-09-25,1,26
607043,Brandon Nimmo,2024-09-19,2024-09-25,2,26
547180,Bryce Harper,2024-09-19,2024-09-25,1,26
663728,Cal Raleigh,2024-09-19,2024-09-25,1,26
621020,Dansby Swanson,2024-09-19,2024-09-25,1,26
553993,Eugenio Suarez,2024-09-19,2024-09-25,1,26
650402,Gleyber Torres,2024-09-19,2024-09-25,1,26
608070,Jose Ramirez,2024-09-19,2024-09-25,3,26
665742,Juan Soto,2024-09-19,2024-09-25,1,26
677594,Julio Rodriguez,2024-09-19,2024-09-25,4,26
606466,Ketel Marte,2024-09-19,2024-09-25,3,26
663656,Kyle Tucker,2024-09-19,2024-09-25,3,26
621566,Matt Olson,2024-09-19,2024-09-25,3,26
605141,Mookie Betts,2024-09-19,2024-09-25,2,26
663538,Nico Hoerner,2024-09-19,2024-09-25,2,26
645277,Ozzie Albies,2024-09-19,2024-09-25,1,26
660271,Shohei Ohtani,2024-09-19,2024-09-25,5,26
607208,Trea Turner,2024-09-19,2024-09-25,2,26
661388,William Contreras,2024-09-19,2024-09-25,1,26
593428,Xander Bogaerts,2024-09-19,2024-09-25,1,26
592450,Aaron Judge,2024-09-26,2024-10-02,1,27
666969,Adolis Garcia,2024-09-26,2024-10-02,1,27
607043,Brandon Nimmo,2024-09-26,2024-10-02,1,27
663728,Cal Raleigh,2024-09-26,2024-10-02,3,27
682998,Corbin Carroll,2024-09-26,2024-10-02,1,27
553993,Eugenio Suarez,2024-09-26,2024-10-02,1,27
596019,Francisco Lindor,2024-09-26,2024-10-02,2,27
608070,Jose Ramirez,2024-09-26,2024-10-02,1,27
606466,Ketel Marte,2024-09-26,2024-10-02,1,27
543760,Marcus Semien,2024-09-26,2024-10-02,1,27
645277,Ozzie Albies,2024-09-26,2024-10-02,1,27
660271,Shohei Ohtani,2024-09-26,2024-10-02,1,27
607208,Trea Turner,2024-09-26,2024-10-02,1,27
669257,Will Smith,2024-09-26,2024-10-02,1,27
